gene,symbol,outcome,mr_b,mr_p,gwas_min_p,eqtl_F_max,nsnp,pp4,ok,note
ENSG00000143951,WDPCP,fbg,-0.0271444010861391,0.195624786869267,0.006967,25.9227,1364,0.0105651846927326,TRUE,""
ENSG00000143952,VPS54,fbg,0.0105923602389575,0.919542441743828,0.006967,11.2749,1512,0.0120115491933114,TRUE,""
ENSG00000144026,ZNF514,fbg,-0.0146786125161201,0.289680155734686,0.004875,74.2762,290,0.0108705520767324,TRUE,""
ENSG00000144115,THNSL2,fbg,0.0120947266737461,0.490893192138033,0.008252,95.9781,704,0.00820218400193017,TRUE,""
ENSG00000144161,ZC3H8,fbg,0.0189467299134808,0.580515713596355,0.00485,19.6263,1338,0.00537722085524274,TRUE,""
ENSG00000144182,LIPT1,fbg,-0.00086121858631809,0.948559264755632,0.002846,65.5543,1474,0.00390088357838668,TRUE,""
ENSG00000144231,POLR2D,fbg,0.00616130148840429,0.761866768188248,0.002768,28.89,1837,0.00415276747321347,TRUE,""
ENSG00000144320,KIAA1715,fbg,0.0410984607573406,0.0529309460298699,0.0005164,25.9215,1853,0.0237087793705634,TRUE,""
ENSG00000144357,UBR3,fbg,-0.0272209628865521,0.389176850174411,4.524e-60,20.1653,1995,1.69798613846206e-55,TRUE,""
ENSG00000144401,METTL21A,fbg,-0.0112013516395002,0.140212543422446,4.062e-05,74.6516,1762,0.0143446414394205,TRUE,""
ENSG00000144407,PTH2R,fbg,-0.276241505471399,0.153127451019669,4.062e-05,8.8893,1668,0.0310504216239445,TRUE,""
ENSG00000144445,KANSL1L,fbg,-0.123454173707398,0.126162397742482,3.321e-08,5.9868,1701,0.000617702535529614,TRUE,""
ENSG00000144524,COPS7B,fbg,0.0507269222730157,0.597653582632867,4.638e-06,6.3693,1410,0.00338103364088648,TRUE,""
ENSG00000144567,FAM134A,fbg,-0.079765840439422,0.366823698716426,0.003943,15.7758,1468,0.0144526335462255,TRUE,""
ENSG00000144579,CTDSP1,fbg,-0.0226354210168682,0.78331623830721,0.001446,7.3424,1399,0.00660678950066567,TRUE,""
ENSG00000144580,RQCD1,fbg,-0.00100084110667955,0.903523023570037,0.001446,48.1538,1258,0.00492669468739821,TRUE,""
ENSG00000150540,HNMT,fbg,0.0329452700569782,0.0748716187250424,0.0002489,30.7941,1939,0.0179526951950692,TRUE,""
ENSG00000150556,LYPD6B,fbg,0.0365543594527218,0.0812306530208798,0.0001001,27.717,1569,0.0201365595679507,TRUE,""
ENSG00000150938,CRIM1,fbg,-0.00916476036383285,0.761866768188248,8.844e-05,17.7989,2719,0.00345131519448936,TRUE,""
ENSG00000151665,PIGF,fbg,0.0180970407813654,0.595245548732816,0.0007606,16.6898,2518,0.00431755527544728,TRUE,""
ENSG00000151687,ANKAR,fbg,0.367327420953063,0.0671026453455155,0.0008156,6.2337,1641,0.0431686358889589,TRUE,""
ENSG00000151689,INPP1,fbg,0.0227080920884772,0.291858170073514,0.0008156,30.5706,1535,0.0076168997908085,TRUE,""
ENSG00000151690,MFSD6,fbg,-0.00044861682957892,0.948559264755632,0.0008156,79.1788,1522,0.00384736554599764,TRUE,""
ENSG00000151692,RNF144A,fbg,0.0416439815781568,0.395325086245385,0.0002047,13.2143,2617,0.00688400871427719,TRUE,""
ENSG00000151694,ADAM17,fbg,0.0100019797608416,0.561479628322256,0.000257,31.9547,1906,0.00368266776394852,TRUE,""
ENSG00000152056,AP1S3,fbg,-0.0137963114666924,0.561479628322256,7.308e-05,23.2203,2069,0.00406843287310748,TRUE,""
ENSG00000152128,TMEM163,fbg,0.0397018642776157,0.0607927235305228,3.056e-06,26.9005,1826,0.0110777187967578,TRUE,""
ENSG00000152253,SPC25,fbg,0.28562408252814,0.000387598128150081,2.63e-99,4.5991,2022,0.00365518689607685,TRUE,""
ENSG00000152256,PDK1,fbg,-0.015324558957414,0.510193396248432,0.0003767,31.1708,1841,0.00591181407194532,TRUE,""
ENSG00000152284,TCF7L1,fbg,0.0315920918351177,0.366406064176293,0.0003968,15.7761,1817,0.00555785730435599,TRUE,""
ENSG00000152527,PLEKHH2,fbg,0.026859452357156,0.0161172310516141,3.935e-05,53.1937,2292,0.0251432658807593,TRUE,""
ENSG00000153208,MERTK,fbg,0.0109942995978671,0.650458734328655,0.003292,63.7253,1271,0.00486181026110957,TRUE,""
ENSG00000153250,RBMS1,fbg,0.147112575226699,0.0686809456631792,0.0001329,8.5907,1772,0.0304127917406752,TRUE,""
ENSG00000153253,SCN3A,fbg,0.154293525249554,0.298339900661963,3.252e-05,5.9873,1780,0.0210493079477072,TRUE,""
ENSG00000153563,CD8A,fbg,0.0254771776569123,0.389176850174411,0.000572,21.6586,920,0.00632610515255814,TRUE,""
ENSG00000153574,RPIA,fbg,-0.113887323047684,0.0301073895699402,0.008252,27.3003,694,0.0866490656808369,TRUE,""
ENSG00000153823,PID1,fbg,-0.0158153726703987,0.428096685369846,0.002079,56.5226,1846,0.00646900219774669,TRUE,""
ENSG00000153827,TRIP12,fbg,-0.0081869991182135,0.920344325445942,0.002599,23.4737,2030,0.0129842321748722,TRUE,""
ENSG00000153832,FBXO36,fbg,0.0435486444202967,0.333173268958951,0.0002303,8.2272,2027,0.0058791442438577,TRUE,""
ENSG00000154518,ATP5G3,fbg,-0.088124228123297,0.127259097658065,0.0005164,12.1511,1439,0.0155268710898121,TRUE,""
ENSG00000155066,PROM2,fbg,-0.207754285531317,0.0110681261249946,0.004875,7.9482,315,0.102562848004721,TRUE,""
ENSG00000155438,MKI67IP,fbg,-0.0168136881930862,0.675275389995957,0.0007235,29.889,1793,0.00944370154996473,TRUE,""
ENSG00000155636,RBM45,fbg,0.0537935575091338,0.0801183137276342,0.0003023,18.5301,1902,0.0162127266424785,TRUE,""
ENSG00000155749,ALS2CR12,fbg,-0.0116249337884633,0.674956824198369,0.004144,19.8665,1496,0.00409920689456342,TRUE,""
ENSG00000156966,B3GNT7,fbg,0.123174217606109,0.0992196360395761,4.638e-06,8.8146,1537,0.0113386016747461,TRUE,""
ENSG00000156973,PDE6D,fbg,0.00434224216893715,0.879569359634668,4.638e-06,20.496,1395,0.00280963515429267,TRUE,""
ENSG00000157827,FMNL2,fbg,-0.0192764102703134,0.583426134426407,0.002654,14.3859,1900,0.00662156717216007,TRUE,""
ENSG00000157833,GAREML,fbg,0.190165044919903,0.237277851868278,1.006e-07,10.1376,1151,0.00171283877459494,TRUE,""
ENSG00000157985,AGAP1,fbg,0.0535158798079101,0.00520415419970022,0.002743,31.4276,1761,0.165396514671905,TRUE,""
ENSG00000157992,KRTCAP3,fbg,0.0651554687982441,1.85507974691217e-08,4.225e-25,32.9934,1268,2.62293725745289e-14,TRUE,""
ENSG00000158019,BRE,fbg,-0.307505055483267,0.000416484561123242,4.225e-25,6.9335,1477,3.69033837019414e-08,TRUE,""
ENSG00000158411,MITD1,fbg,-0.0169696401954543,0.747012853671546,0.002846,21.1132,1476,0.00494663266335979,TRUE,""
ENSG00000158435,CNOT11,fbg,-0.0677534238401358,0.0260271484949186,6e-05,16.2826,2241,0.0474010834033029,TRUE,""
ENSG00000158552,ZFAND2B,fbg,0.0771395759283074,0.436700030722758,0.0004866,5.921,1482,0.00930789781325518,TRUE,""
ENSG00000162878,PKDCC,fbg,0.020997421029999,0.583426134426407,0.0003379,13.2053,2544,0.00420324771797103,TRUE,""
ENSG00000162881,OXER1,fbg,-0.0317531780785844,0.256318702201653,3.935e-05,23.5441,2335,0.0056929229695061,TRUE,""
ENSG00000162882,HAAO,fbg,-0.0658430423883963,0.0955807045456293,3.935e-05,16.1218,2328,0.0164338843973202,TRUE,""
ENSG00000162928,PEX13,fbg,0.0933320409358628,0.0999365539385519,0.0003863,9.7195,1420,0.0137333992945684,TRUE,""
ENSG00000162944,RFTN2,fbg,0.0623996393984867,0.188244713282316,0.01852,14.1481,1279,0.012019687937669,TRUE,""
ENSG00000162949,CAPN13,fbg,-0.0249138673557278,0.684558919367902,0.0025,9.288,2224,0.00416800153621129,TRUE,""
ENSG00000162961,DPY30,fbg,0.05571987179089,0.650994566520519,0.002322,6.0342,1492,0.00610636555084123,TRUE,""
ENSG00000162980,ARL5A,fbg,-0.0515291989951262,0.118170245865335,0.00175,15.7644,1935,0.0162301955036747,TRUE,""
ENSG00000163013,FBXO41,fbg,-0.0862988642694247,0.0505175328225162,0.001761,16.3955,1365,0.0359340371874181,TRUE,""
ENSG00000163017,ACTG2,fbg,-0.0603221575980004,0.396534832588875,0.001761,11.187,1424,0.00751216586634334,TRUE,""
ENSG00000163029,SMC6,fbg,-0.0201365789135907,0.126162397742482,0.000133,58.8426,2373,0.00688138216938634,TRUE,""
ENSG00000163082,SGPP2,fbg,0.0926866462700979,0.272740113942454,0.003887,6.5286,2033,0.00673886640147605,TRUE,""
ENSG00000163161,ERCC3,fbg,0.00490262011355815,0.724132540388919,0.003468,43.4894,1848,0.0044454091916198,TRUE,""
ENSG00000163170,BOLA3,fbg,-0.240926204387567,0.380873128387353,0.001765,5.7186,1522,0.0144581610876113,TRUE,""
ENSG00000163171,CDC42EP3,fbg,-0.00630579566387984,0.833256914830536,0.0003389,22.5824,2338,0.00443539078008035,TRUE,""
ENSG00000163359,COL6A3,fbg,0.0145539391831533,0.730223992825289,0.003173,24.4163,1962,0.0072813861205673,TRUE,""
ENSG00000163449,TMEM169,fbg,-0.00706806386670743,0.807306380150854,2.113e-05,25.1837,2062,0.00425622454161306,TRUE,""
ENSG00000163466,ARPC2,fbg,-0.030800941380066,0.477904197979373,0.001446,12.6902,1468,0.00479014571940898,TRUE,""
ENSG00000163481,RNF25,fbg,-0.0681670565083065,0.769764521126951,0.001446,5.9529,1226,0.0105474139412609,TRUE,""
ENSG00000163482,STK36,fbg,-0.0120618718630067,0.651547872829126,0.001446,19.7374,1229,0.00412158030663275,TRUE,""
ENSG00000163541,SUCLG1,fbg,-0.00522288975448017,0.918308934545483,0.00462,13.6323,1848,0.00472001287380645,TRUE,""
ENSG00000163599,CTLA4,fbg,-0.0240450724851507,0.43881634294658,0.0008337,17.7338,1442,0.00578779489507074,TRUE,""
ENSG00000163803,PLB1,fbg,-0.00564937491344323,0.645904258226149,4.831e-11,46.8952,1991,6.44623349932457e-08,TRUE,""
ENSG00000168288,MMADHC,fbg,-0.0121766968787853,0.861079633584653,0.001501,16.78,1601,0.00489994188132067,TRUE,""
ENSG00000168385,SEPT2,fbg,-0.00753049592574827,0.522895216724075,0.0001751,103.6091,1011,0.00693585838399395,TRUE,""
ENSG00000168497,SDPR,fbg,-0.0244957443026458,0.705149527894255,0.007458,10.0994,1509,0.00479346958377344,TRUE,""
ENSG00000168883,USP39,fbg,0.0133493595915331,0.342764082783861,0.0003968,50.8219,1750,0.00924072617385917,TRUE,""
ENSG00000168894,RNF181,fbg,-0.0106111296122788,0.845827892312862,0.0003968,7.0731,1762,0.00435402027901572,TRUE,""
ENSG00000168899,VAMP5,fbg,-0.00832471422018761,0.580132294034059,0.0003968,55.5935,1762,0.00656102675046368,TRUE,""
ENSG00000168906,MAT2A,fbg,-0.00174373100315151,0.945640900275557,0.0003968,16.4912,1792,0.00548020304445622,TRUE,""
ENSG00000169432,SCN9A,fbg,-0.0172454227295188,0.208368424819709,0.0004711,43.6892,1858,0.00890573965921935,TRUE,""
ENSG00000169599,NFU1,fbg,-0.0276681428052201,0.0934605072058715,0.0006826,22.4439,1667,0.0166159745228371,TRUE,""
ENSG00000169967,MAP3K2,fbg,-0.00514142975703955,0.724132540388919,0.003468,61.2275,1838,0.00439889580408457,TRUE,""
ENSG00000170264,FAM161A,fbg,0.0324168073502463,0.854269623151224,0.0003863,6.8503,1203,0.0119309513017499,TRUE,""
ENSG00000170396,ZNF804A,fbg,0.118143992305309,0.295812938228253,0.00124,6.8884,1439,0.0118169677052016,TRUE,""
ENSG00000170485,NPAS2,fbg,0.0573647951134792,0.373130382664481,0.0005498,17.5793,1983,0.010924664115566,TRUE,""
ENSG00000170500,LONRF2,fbg,-0.0728467345864607,0.116982086023696,0.001625,13.8203,2038,0.0142740119164371,TRUE,""
ENSG00000170634,ACYP2,fbg,-0.0158458719855762,0.155795591786075,0.0005419,52.0516,2367,0.0202983649015098,TRUE,""
ENSG00000172005,MAL,fbg,0.0591007333490698,0.00875125311084811,0.004875,29.1157,262,0.0998839843897462,TRUE,""
ENSG00000172071,EIF2AK3,fbg,0.0586372074015018,0.317310507862914,0.008252,10.2518,693,0.00688383538289455,TRUE,""
ENSG00000173166,RAPH1,fbg,0.134451733418966,0.123935805672742,0.001715,7.9165,1279,0.0148307788902417,TRUE,""
ENSG00000173559,NABP1,fbg,0.125288468661536,0.0749961633723513,0.007458,9.3152,1548,0.0231940121372388,TRUE,""
ENSG00000173567,GPR113,fbg,-0.0741129347889447,0.164866539747909,1.006e-07,12.0087,1175,0.000486618392030064,TRUE,""
ENSG00000173692,PSMD1,fbg,0.00755384067888335,0.754660563059686,4.638e-06,23.5638,1711,0.00321341658682154,TRUE,""
ENSG00000174501,ANKRD36C,fbg,0.0219006273168709,0.561479628322256,0.004875,12.3254,452,0.0046354632631493,TRUE,""
ENSG00000175084,DES,fbg,-0.0892245673590571,0.0455002638963584,0.0004866,15.56,1731,0.0231171461706643,TRUE,""
ENSG00000176824,AC009951.1,fbg,-0.116183192164409,0.0760311410098992,0.003177,6.4749,1321,0.0285190653149362,TRUE,""
ENSG00000177917,ARL6IP6,fbg,-0.0133194818459484,0.761866768188248,0.002654,12.2112,1984,0.00506225890049902,TRUE,""
ENSG00000178562,CD28,fbg,-0.136518456932039,0.0124193306515523,0.001715,8.7478,1378,0.0485384950660019,TRUE,""
ENSG00000178623,GPR35,fbg,0.00615228730595628,0.674956824198369,0.0001751,34.3737,1687,0.00400011916974193,TRUE,""
ENSG00000178752,FAM132B,fbg,0.00519233881224193,0.434655471356171,0.003173,35.7139,1964,0.00515262984681496,TRUE,""
ENSG00000179528,LBX2,fbg,0.00609521689363084,0.858897500094722,0.001765,21.6766,1776,0.00547291588138272,TRUE,""
ENSG00000180228,PRKRA,fbg,0.0896796943833135,0.347217560677249,0.0003023,18.1116,1994,0.0171930397166746,TRUE,""
ENSG00000180398,MCFD2,fbg,-0.0938114437709044,0.182422439451736,0.0002236,41.5757,2333,0.0392128231701183,TRUE,""
ENSG00000180871,CXCR2,fbg,-0.0205250673177209,0.208368424819709,0.001446,30.8703,1488,0.00797563987404552,TRUE,""
ENSG00000180902,D2HGDH,fbg,0.251469270482059,0.0278068950269972,0.002177,21.8806,677,0.157505612621349,TRUE,""
ENSG00000182551,ADI1,fbg,0.010324177545748,0.601851975770549,0.001611,43.049,2287,0.0135743142009604,TRUE,""
ENSG00000183091,NEB,fbg,0.00397072777246916,0.913651642276487,0.00175,36.969,2011,0.00999907950929496,TRUE,""
ENSG00000183513,COA5,fbg,-0.0293344786928144,0.344942578828617,0.001135,18.5773,1295,0.00738320528000607,TRUE,""
ENSG00000183891,TTC32,fbg,0.00841486412366337,0.453254704753736,0.0006389,81.5497,2451,0.00890997900858255,TRUE,""
ENSG00000184182,UBE2F,fbg,0.00137031946863012,0.87583596638341,0.003173,43.6202,1997,0.00382318015500689,TRUE,""
ENSG00000184731,FAM110C,fbg,-0.147890282432587,0.439683802605572,0.00719,8.4586,1064,0.0186376232751823,TRUE,""
ENSG00000186132,C2orf76,fbg,-0.00749854086826598,0.738882680363527,0.004408,14.0598,1736,0.00418221175344127,TRUE,""
ENSG00000187231,SESTD1,fbg,0.00154310436461682,0.927564826606211,0.0001046,63.1457,2204,0.00428596816481208,TRUE,""
ENSG00000188042,ARL4C,fbg,0.0156890067826204,0.536808016981021,0.001054,23.8256,2926,0.00468610637730441,TRUE,""
ENSG00000188177,ZC3H6,fbg,0.0124821361925108,0.747012853671547,0.00485,14.2338,1386,0.00403029046779833,TRUE,""
ENSG00000188452,CERKL,fbg,-0.0574119289900197,0.0225336575784201,0.001066,22.4057,1866,0.0492629702860302,TRUE,""
ENSG00000189292,FAM150B,fbg,-0.0200432072788845,0.561479628322256,0.003551,15.6123,1206,0.00447388600023692,TRUE,""
ENSG00000189350,FAM179A,fbg,-0.0117063792980405,0.564779052623049,8.326e-07,26.2693,2388,0.00123061222098861,TRUE,""
ENSG00000196151,WDSUB1,fbg,0.031764439921022,0.00330870171909502,0.000624,55.5964,2102,0.184123654790127,TRUE,""
ENSG00000196208,GREB1,fbg,-0.00333142533521491,0.977206399475098,3.268e-05,5.265,2241,0.00509589288994487,TRUE,""
ENSG00000196504,PRPF40A,fbg,0.0125273792934425,0.761866768188248,0.002654,13.2192,1996,0.00417561411745793,TRUE,""
ENSG00000196843,ARID5A,fbg,0.0101510869596559,0.65672128656377,0.01572,27.9612,451,0.00489905994761699,TRUE,""
ENSG00000196975,ANXA4,fbg,-0.0107592172036737,0.51108906411744,0.0006826,37.1911,1905,0.00523973276900951,TRUE,""
ENSG00000197121,PGAP1,fbg,-0.0602722417540008,0.189820227402507,0.000372,11.687,1372,0.0123994982498837,TRUE,""
ENSG00000197223,C1D,fbg,-0.0204515409538611,0.235603931976013,0.003092,19.9823,2658,0.0103958470048333,TRUE,""
ENSG00000197329,PELI1,fbg,0.034853319598432,0.255804407976616,0.006967,25.4888,1592,0.0103901127888527,TRUE,""
ENSG00000197557,TTC30A,fbg,0.0117901957047231,0.92968966605199,0.0003023,8.6538,2206,0.00752756972593383,TRUE,""
ENSG00000197872,FAM49A,fbg,0.00244702866189967,0.906347316282193,0.001727,13.0924,2046,0.00411088246223321,TRUE,""
ENSG00000198380,GFPT1,fbg,-0.00647664078434172,0.595245548732816,0.0006826,62.395,1714,0.0160460882308231,TRUE,""
ENSG00000204120,GIGYF2,fbg,0.108026254042056,0.137150488653754,4.638e-06,7.7931,1683,0.00638436093334197,TRUE,""
ENSG00000204217,BMPR2,fbg,0.0450006589841849,0.0129291721727266,0.003528,34.3911,1037,0.084847161459148,TRUE,""
ENSG00000204262,COL5A2,fbg,-0.0124496952375874,0.880764615259515,0.0008156,19.8811,1610,0.011796887703152,TRUE,""
ENSG00000204406,MBD5,fbg,-0.123575214767674,0.00195638837499505,7.116e-05,13.7808,1528,0.217074698479363,TRUE,""
ENSG00000204745,AC083899.3,fbg,0.0249074900634471,0.465555404903429,0.000572,7.1405,600,0.00827120265198297,TRUE,""
ENSG00000204822,MRPL53,fbg,0.00858635643894383,0.624920362458645,0.001765,60.5948,1766,0.00568189624779302,TRUE,""
ENSG00000204843,DCTN1,fbg,0.396541650221999,0.300910532935171,0.001765,12.4363,1740,0.050328212486277,TRUE,""
ENSG00000204872,AC092653.5,fbg,-0.0165599233235787,0.298339900661963,0.001761,28.5543,1300,0.010380480313244,TRUE,""
ENSG00000205639,MFSD2B,fbg,0.0134478456467696,0.920344325445942,0.002303,5.2668,1854,0.00591387948569964,TRUE,""
ENSG00000205837,LINC00487,fbg,-0.0184519851623004,0.662572917836399,0.0002047,19.6005,2681,0.00707902847757031,TRUE,""
ENSG00000212283,SNORD89,fbg,0.0253410039176497,0.0306729200049368,6e-05,55.7345,2236,0.0668300752678039,TRUE,""
ENSG00000213090,AC007256.5,fbg,0.0501323542524015,0.738882680363527,0.004144,8.4388,1430,0.0076179838765062,TRUE,""
ENSG00000213222,AC093724.2,fbg,0.0348180857295087,0.344942578828617,0.009659,12.5791,1041,0.00672161893688339,TRUE,""
ENSG00000213639,PPP1CB,fbg,-0.0225693639222334,0.0239416374758644,1.582e-07,66.1612,2199,0.00593278241308732,TRUE,""
ENSG00000213699,SLC35F6,fbg,0.0987596015582741,0.000858120666393676,4.225e-25,17.812,1142,7.27567800036068e-19,TRUE,""
ENSG00000213901,SLC23A3,fbg,0.017156627381004,0.222939094167741,0.001446,50.8809,1450,0.00572360196735808,TRUE,""
ENSG00000214595,EML6,fbg,-0.0283315646963717,0.101236402173935,0.0005419,30.1385,2178,0.0162288539872205,TRUE,""
ENSG00000217075,AC007401.2,fbg,-0.0126376653852396,0.302423598900007,8.844e-05,16.1623,2699,0.00530587431018126,TRUE,""
ENSG00000218682,AC010150.1,fbg,0.0138570262373306,0.504985075093846,0.0001389,11.6134,1248,0.00598738900425548,TRUE,""
ENSG00000218739,AC007390.5,fbg,0.0223753813909434,0.00949354906709049,0.0003389,27.5149,2524,0.0955208878776077,TRUE,""
ENSG00000221823,PPP3R1,fbg,0.00490052534232347,0.731034305380085,0.003092,40.1804,2663,0.00409137496075669,TRUE,""
ENSG00000222020,AC062017.1,fbg,-0.0174784949710897,0.374062797490883,0.0001751,27.4495,2036,0.00723511501141671,TRUE,""
ENSG00000223522,AC093690.1,fbg,-0.0444507663586412,0.00177805059821686,4.225e-25,14.51,1627,4.45699551281662e-19,TRUE,""
ENSG00000223935,AC008074.3,fbg,-0.0117374228106426,0.255804407976616,0.003442,30.1008,1592,0.0101718688097703,TRUE,""
ENSG00000224041,IGKV3D-15,fbg,0.00887776763546887,0.849579350391596,0.02301,7.718,71,0.00652406345286267,TRUE,""
ENSG00000224043,AC016725.4,fbg,0.0271572291571022,0.494653079736033,3.056e-06,9.3756,1602,0.00293727850527261,TRUE,""
ENSG00000224287,MSL3P1,fbg,0.0740664023647158,0.0265037373413258,0.001054,15.236,2725,0.0348162244742721,TRUE,""
ENSG00000225205,AC093818.1,fbg,-0.0152608322395444,0.510193396248432,0.0003781,22.9844,1849,0.00587274597237682,TRUE,""
ENSG00000225234,TRAPPC12-AS1,fbg,0.0315969926482521,0.110992040456491,0.001611,21.4733,2304,0.0133462300236895,TRUE,""
ENSG00000225402,AC010878.3,fbg,0.00656314082216315,0.595245548732816,0.0003389,22.8175,2183,0.00432297053447674,TRUE,""
ENSG00000225808,DNAJC19P5,fbg,0.0116996084352381,0.330213359465853,0.0003023,21.915,2235,0.00683667533790307,TRUE,""
ENSG00000225889,AC074289.1,fbg,-0.0099267299771526,0.230139340443416,0.003442,40.446,1610,0.0101683060909946,TRUE,""
ENSG00000225964,AC017076.5,fbg,-0.0058159541555376,0.662572917836399,0.0002047,30.6091,2605,0.0070707439241852,TRUE,""
ENSG00000226124,AC073043.2,fbg,0.00100628754670353,0.832012471360641,0.001904,51.6959,1574,0.00411493626961023,TRUE,""
ENSG00000226806,AC011893.3,fbg,-0.00254872705096451,0.567709166197353,0.005585,60.9221,1349,0.00463812386092366,TRUE,""
ENSG00000226833,AC097724.3,fbg,0.0277025313136647,0.289680155734686,4.831e-11,9.6375,2162,1.12388674140818e-07,TRUE,""
ENSG00000226853,AC010894.3,fbg,0.0582582263626238,0.205976780516933,0.0005164,4.8619,1500,0.00624695257729594,TRUE,""
ENSG00000226856,AC093901.1,fbg,-0.0292046229119121,0.276491247419954,0.0001394,20.1365,2197,0.00643776709937085,TRUE,""
ENSG00000227403,AC009299.3,fbg,0.00395975911377623,0.477904197979373,0.0001329,43.7218,1388,0.00469419428505189,TRUE,""
ENSG00000227557,MTND3P9,fbg,0.0016900533461766,0.90743137298496,0.00533,20.5034,1724,0.00552148039907172,TRUE,""
ENSG00000227788,AC012363.8,fbg,0.012629664770414,0.684558919367902,0.0007235,6.371,1588,0.0042485669782344,TRUE,""
ENSG00000228251,AC012442.6,fbg,0.0155543934934327,0.517593873457392,0.00485,9.5196,1411,0.00515288206754891,TRUE,""
ENSG00000228329,AC097495.3,fbg,0.041132924674325,0.252020914350514,0.0006826,9.7856,1970,0.0126282524722864,TRUE,""
ENSG00000228389,AC068039.4,fbg,-0.0181554637731601,0.00729809560399571,0.0001889,45.3796,1593,0.146198283607223,TRUE,""
ENSG00000228590,AC007381.3,fbg,-0.0120034236098492,0.796357116257739,0.0003863,6.7961,1808,0.00393819504831924,TRUE,""
ENSG00000228784,AC013400.2,fbg,0.0336797923442499,0.189351486043285,0.0006389,18.7035,2458,0.00878791124290392,TRUE,""
ENSG00000228925,AC016722.4,fbg,-0.0418015327404281,0.330213359465853,0.0002236,4.7162,2324,0.00471325369071959,TRUE,""
ENSG00000229647,AC007879.7,fbg,0.00354693804573543,0.859924253238214,4.062e-05,12.5441,1708,0.00424966579427555,TRUE,""
ENSG00000229692,SOS1-IT1,fbg,0.0223093698332163,0.742817152223402,0.002244,6.9822,1755,0.00864019945432598,TRUE,""
ENSG00000230002,ALMS1-IT1,fbg,0.0361785834833633,0.363302140886898,0.001761,6.1491,1304,0.00652732516323886,TRUE,""
ENSG00000230730,AC074011.2,fbg,0.0143191944091135,0.0253980459995365,4.831e-11,37.5076,2098,6.59148685732516e-07,TRUE,""
ENSG00000231062,AC103563.9,fbg,0.0666650054018386,0.00849891186920233,0.004875,10.6005,258,0.177956714773199,TRUE,""
ENSG00000231259,AC125232.1,fbg,-0.0047180478469387,0.434655471356171,0.000572,54.5622,656,0.0108488513060344,TRUE,""
ENSG00000231312,AC007246.3,fbg,-0.00252167136863291,0.87583596638341,0.0001311,14.7076,1872,0.00374824930904127,TRUE,""
ENSG00000231386,AC007395.4,fbg,-0.00855145465769354,0.145795140951976,0.001085,34.7422,2038,0.0108714193674267,TRUE,""
ENSG00000231494,AC104634.3,fbg,-0.0322626929487888,0.154003501413637,4.638e-06,15.1343,1425,0.0107514320466985,TRUE,""
ENSG00000231731,AC010976.2,fbg,-0.02790989797916,0.475050524053953,0.003468,6.3294,1842,0.00627623011910649,TRUE,""
ENSG00000231851,AC104655.2,fbg,0.0725474575133133,0.0529309460298699,0.002882,5.119,2178,0.0205704572015979,TRUE,""
ENSG00000231890,AC093391.2,fbg,0.0461279570182718,0.196120745095134,0.005585,15.0954,1509,0.0110908394494123,TRUE,""
ENSG00000232125,DYTN,fbg,-0.0404550562440277,0.668235141795249,0.001014,6.4581,1617,0.00467197202053466,TRUE,""
ENSG00000232713,AC010733.5,fbg,0.0300670700690079,0.272740113942453,0.0003863,7.9872,1475,0.00700783342895142,TRUE,""
ENSG00000232788,AC078883.3,fbg,-0.0108337667751294,0.278660494899244,0.0001889,26.7021,1836,0.00713112813376245,TRUE,""
ENSG00000232931,LINC00342,fbg,0.00570937737909653,0.661748776081758,0.004875,18.182,428,0.00439066667785331,TRUE,""
ENSG00000233266,HMGB1P31,fbg,0.0151974233899013,0.121529125955424,0.0005419,22.0367,2373,0.00981425014865468,TRUE,""
ENSG00000233538,AC017104.2,fbg,0.0231921819635523,0.113345509219526,4.638e-06,16.1893,1474,0.0102437951073614,TRUE,""
ENSG00000233850,AC103563.8,fbg,0.201966017740327,0.00875125311084811,0.004875,7.2013,261,0.0995920158744318,TRUE,""
ENSG00000234028,AC062029.1,fbg,0.0274140181440438,0.289680155734686,0.008252,9.1463,687,0.00730644748215357,TRUE,""
ENSG00000234281,AC007970.1,fbg,-0.0381049081685461,0.175468950513596,0.0002283,6.8222,1680,0.00907096316713188,TRUE,""
ENSG00000234389,AC007278.3,fbg,0.00224297391042535,0.671389024011197,6e-05,76.2984,2082,0.00798713535505689,TRUE,""
ENSG00000234572,AC007880.1,fbg,-0.0434000538849422,0.460895101862432,0.001176,12.0872,1930,0.0152084582190216,TRUE,""
ENSG00000234902,AC007879.2,fbg,-0.0188529016771893,0.464347229392465,4.062e-05,11.435,1716,0.00642305568630234,TRUE,""
ENSG00000234936,AC010883.5,fbg,-0.0456843948157613,0.0124193306515523,3.935e-05,19.4838,2201,0.0780274337633832,TRUE,""
ENSG00000235576,AC092580.4,fbg,0.00629132156296992,0.910287384614292,0.000805,9.4321,2248,0.0101636801263659,TRUE,""
ENSG00000235579,AC007283.4,fbg,0.0289268272518293,0.591554054889021,0.001904,5.3746,1585,0.00586298432356521,TRUE,""
ENSG00000235688,AC116614.1,fbg,0.0178707095526724,0.154376307933322,0.001289,17.7013,1892,0.0108292266197246,TRUE,""
ENSG00000236213,AC006369.2,fbg,0.0013914833998971,0.771569465555293,0.0003389,48.2114,2354,0.00373183528549445,TRUE,""
