gene,symbol,outcome,mr_b,mr_p,padj,gwas_min_p,eqtl_F_max,nsnp,pp4,strong
ENSG00000242372,EIF6,cad,-0.157226742811198,1.69014708167113e-05,0.0014334987358011846,6.84e-12,61.1126,3443.0,0.0079191394767708,False
ENSG00000268649,hsa-mir-296,cad,0.535544923972244,0.0010995346556714,0.03354032163595011,7.96e-10,7.351,6136.0,0.000209014164743,False
ENSG00000157557,ETS2,cad,-0.111347695783947,0.0003583935883116,0.014897192978175941,6.535e-06,32.979,6438.0,0.424877832854513,False
ENSG00000160207,HSF2BP,cad,-0.414422094446391,0.0002037784595615,0.009739548329465438,3.429e-07,8.6041,6156.0,0.142745884694797,False
ENSG00000160208,RRP1B,cad,-0.185667507826265,0.0001124308158092,0.0064441303139390295,3.429e-07,21.4356,6220.0,0.207032038525536,False
ENSG00000180530,NRIP1,cad,-0.288054348235765,6.93460843452151e-08,1.5654078393805248e-05,8.818e-08,18.6594,5986.0,0.998005335164654,True
ENSG00000214955,AP000318.2,cad,0.383148225644388,0.0008224319811165,0.027518972588913,2.579e-33,6.4986,4963.0,6.82840274176476e-05,False
ENSG00000223768,LINC00205,cad,-0.0874732646759028,0.0011895279103263,0.035118597642289334,2.504e-05,19.5438,6546.0,0.23578493747414,False
ENSG00000227456,LINC00310,cad,-0.240071885669222,4.79144348113723e-05,0.003315699184581783,2.579e-33,8.9062,5060.0,1.63637363034532e-13,False
ENSG00000231125,AF129075.5,cad,-0.368171833076056,0.0001034505796712,0.006096105845443846,4.164e-09,5.3188,5611.0,0.0011513529400755,False
ENSG00000099889,ARVCF,cad,0.221011439983889,0.0012968918160933,0.03709413960533526,8.316e-08,14.4542,4983.0,0.006131252439683,False
ENSG00000100296,THOC5,cad,-0.244453058420176,1.92450906291879e-06,0.00025906716954318725,2.001e-07,23.1069,4877.0,0.9227176976172,True
ENSG00000100359,SGSM3,cad,0.842799731348714,0.0004207453372942,0.016950358185042893,4.396e-08,9.7396,3262.0,0.179154262577543,False
ENSG00000183066,WBP2NL,cad,0.320192373720659,0.0007490462819067,0.025559897893993044,8.097e-05,11.4489,4865.0,0.450399900985905,False
ENSG00000187860,CCDC157,cad,-0.365186235560869,9.3001684993093e-06,0.0008747523871177268,2.001e-07,13.2378,5176.0,0.71001991981199,False
ENSG00000203606,AC004832.1,cad,0.578890208347101,0.0010922278696395,0.03338804069004246,2.001e-07,4.8916,5091.0,0.0229453867214999,False
ENSG00000205643,CDPF1,cad,0.581481730048692,0.0010799804796697,0.0331517857284383,5.363e-05,8.2233,6610.0,0.567542920468004,False
ENSG00000218537,AP000350.4,cad,-0.047137553088189,1.8493071650576e-06,0.00025359704703635804,3.73e-09,60.6212,5275.0,0.0009819034242103,False
ENSG00000225450,RP3-508I15.14,cad,0.192989072850299,0.0010651520025723,0.03283398179357848,0.000218,19.4167,4592.0,0.469245780656397,False
ENSG00000230149,RP3-508I15.19,cad,0.387333968755649,0.0009436211741769,0.030363494492758013,0.000218,5.5707,4557.0,0.438733476313652,False
ENSG00000234252,AC007308.6,cad,0.135080575361738,0.0004228059085208,0.016950358185042893,8.527e-05,10.8762,3141.0,0.569029959495706,False
ENSG00000235231,AP000351.10,cad,-0.0434387133514861,1.84930716505761e-06,0.00025359704703635804,3.73e-09,54.8456,5292.0,0.0030718955657315,False
ENSG00000241528,RP1-130H16.16,cad,-0.245102794150252,2.28252750712357e-05,0.0018606403395568967,2.001e-07,8.0332,5092.0,0.654269904266537,False
ENSG00000241973,PI4KA,cad,-0.254365496953077,0.0017913516296668,0.04668650526128056,8.527e-05,11.3001,3113.0,0.186466522938536,False
ENSG00000115211,EIF2B4,fbg,0.281160584849375,1.85507974691217e-08,4.0242863309681343e-05,4.225e-25,10.4005,1227.0,1.64234915346728e-13,False
ENSG00000119760,SUPT7L,fbg,-0.366023423789989,1.41601867785995e-07,0.00013164927936446506,4.225e-25,9.726,1328.0,5.64416706681618e-15,False
ENSG00000138028,CGREF1,fbg,0.265027074739539,4.85499477133779e-05,0.03510700663540704,4.225e-25,8.4598,1139.0,1.71922072036021e-13,False
ENSG00000157992,KRTCAP3,fbg,0.0651554687982441,1.85507974691217e-08,4.0242863309681343e-05,4.225e-25,32.9934,1268.0,2.62293725745289e-14,False
ENSG00000243943,ZNF512,fbg,-0.70867445038026,1.33580281240456e-11,8.693404703128876e-08,4.225e-25,5.2094,1296.0,0.708250153057799,False
ENSG00000163577,EIF5A2,fbg,0.31133953348572,7.90149177756325e-05,0.04285242374031802,8.184e-10,8.5467,1581.0,0.29580051205605,False
ENSG00000135070,ISCA1,fbg,-0.0359515457962085,4.85499477133777e-05,0.03510700663540704,2.685e-05,39.6902,1974.0,0.919375066411748,True
ENSG00000025434,NR1H3,fbg,-0.0739494401861199,4.90982750761425e-08,5.3255262365922896e-05,4.38e-13,44.7238,832.0,0.0001538551390894,False
ENSG00000134574,DDB2,fbg,-0.117895999135476,7.54745785715103e-05,0.04285242374031802,4.38e-13,28.6863,827.0,5.6184156924127e-06,False
ENSG00000134575,ACP2,fbg,-0.0535431147477368,4.90982750761428e-08,5.3255262365922896e-05,4.38e-13,65.3603,833.0,1.64335890605156e-06,False
ENSG00000134825,TMEM258,fbg,-0.0826065361884161,4.90982750761428e-08,5.3255262365922896e-05,2.59e-11,34.9253,1269.0,0.100006622718834,False
ENSG00000268649,hsa-mir-296,fbg,0.396699943683144,6.33424836662398e-05,0.041223288369988856,4.731e-05,7.351,2348.0,0.94668300350377,True
