"gene","symbol","outcome","nsnp","method","b","se","pval"
"ENSG00000149084","HSD17B12","t2d",4,"Weighted median",-0.0749860125992178,0.0220674307731268,0.0006787049425875
"ENSG00000149084","HSD17B12","t2d",4,"MR Egger",-9.8735421026417e-05,0.0658072037529022,0.998939075929713
"ENSG00000149485","FADS1","t2d",4,"Inverse variance weighted (fixed effects)",-0.114697110542267,0.03390827703072,0.000718110520230314
"ENSG00000149485","FADS1","t2d",4,"Weighted median",-0.118959399709675,0.0331605869787834,0.000334026128734117
"ENSG00000149485","FADS1","t2d",4,"MR Egger",-0.148696704757085,0.0601634662103338,0.132044766827337
"ENSG00000150967","ABCB9","t2d",2,"Inverse variance weighted (fixed effects)",-0.195216572671002,0.0438589152124781,8.54664313585844e-06
"ENSG00000151498","ACAD8","t2d",2,"Inverse variance weighted (fixed effects)",0.132383172583735,0.0389270474371619,0.000671885261687794
"ENSG00000152359","POC5","t2d",4,"Inverse variance weighted (fixed effects)",-0.0997357050445801,0.031176760588387,0.00137886023194976
"ENSG00000152359","POC5","t2d",4,"Weighted median",-0.0973240470949685,0.0375920489695616,0.0096268239300045
"ENSG00000152359","POC5","t2d",4,"MR Egger",-0.083206857844731,0.152843693238086,0.640754465012862
"ENSG00000153214","TMEM87B","t2d",3,"Inverse variance weighted (fixed effects)",-0.151662023227435,0.054055919256624,0.00502151070101182
"ENSG00000153214","TMEM87B","t2d",3,"Weighted median",-0.163448666157756,0.0548570702326454,0.00288684437287863
"ENSG00000153214","TMEM87B","t2d",3,"MR Egger",-0.318849862368295,0.0988026158622227,0.191297115308842
"ENSG00000154319","FAM167A","t2d",10,"Inverse variance weighted (fixed effects)",0.00409034597824199,0.0280395197433051,0.884017786036944
"ENSG00000154319","FAM167A","t2d",10,"Weighted median",0.0178527546641353,0.0329827688961637,0.588317915041304
"ENSG00000154319","FAM167A","t2d",10,"MR Egger",-0.0798041628260988,0.0793141964783205,0.3437900807198
"ENSG00000154743","TSEN2","t2d",4,"Inverse variance weighted (fixed effects)",0.168825759781799,0.0586188092722557,0.00397597948886612
"ENSG00000154743","TSEN2","t2d",4,"Weighted median",0.168255527141205,0.0628465650318463,0.00742307732434373
"ENSG00000154743","TSEN2","t2d",4,"MR Egger",0.229832622100268,0.126226580236495,0.210236033550202
"ENSG00000157045","NTAN1","t2d",2,"Inverse variance weighted (fixed effects)",0.148961047692845,0.0434210823123612,0.000602213043643471
"ENSG00000157322","CLEC18A","t2d",2,"Inverse variance weighted (fixed effects)",-0.0528831763416862,0.0159212649010176,0.000895209784015375
"ENSG00000157895","C12orf43","t2d",7,"Inverse variance weighted (fixed effects)",0.0992964205616239,0.0320500373523565,0.00194720590801198
"ENSG00000157895","C12orf43","t2d",7,"Weighted median",0.127170258193323,0.0339642147820071,0.000180938797863268
"ENSG00000157895","C12orf43","t2d",7,"MR Egger",0.177937266234196,0.13602155539916,0.247728167063434
"ENSG00000157992","KRTCAP3","t2d",3,"Inverse variance weighted (fixed effects)",0.132556771925418,0.0279233784059596,2.06291778669794e-06
"ENSG00000157992","KRTCAP3","t2d",3,"Weighted median",0.130522940201203,0.0298236049194787,1.20601428844384e-05
"ENSG00000157992","KRTCAP3","t2d",3,"MR Egger",0.0731142638699241,0.0931788961701629,0.576443854324298
"ENSG00000159199","ATP5G1","t2d",4,"Inverse variance weighted (fixed effects)",-0.23001598247024,0.0365736434854735,3.19273434097581e-10
"ENSG00000159199","ATP5G1","t2d",4,"Weighted median",-0.229739473150561,0.0377316960062063,1.13784179844322e-09
"ENSG00000159199","ATP5G1","t2d",4,"MR Egger",-0.297432031790924,0.122675095655888,0.136204371236743
"ENSG00000159202","UBE2Z","t2d",4,"Inverse variance weighted (fixed effects)",-0.0955871998298663,0.0437052393726403,0.0287361084001783
"ENSG00000159202","UBE2Z","t2d",4,"Weighted median",-0.0739527682863385,0.0456799447109673,0.105461687384413
"ENSG00000159202","UBE2Z","t2d",4,"MR Egger",0.0121882713272225,0.0862999587045564,0.900628553817525
"ENSG00000161277","THAP8","t2d",2,"Inverse variance weighted (fixed effects)",-0.329123184866095,0.0733684685135118,7.26087785919572e-06
"ENSG00000161395","PGAP3","t2d",2,"Inverse variance weighted (fixed effects)",0.135737147981516,0.0347883345479874,9.54797581415865e-05
"ENSG00000162885","B3GALNT2","t2d",4,"Inverse variance weighted (fixed effects)",0.0175754323276832,0.0726579495119959,0.808863256159098
"ENSG00000162885","B3GALNT2","t2d",4,"Weighted median",0.0392214903150869,0.0973005807357633,0.686877486505224
"ENSG00000162885","B3GALNT2","t2d",4,"MR Egger",0.050084297280402,0.330805429068509,0.893551546367343
"ENSG00000163069","SGCB","t2d",2,"Inverse variance weighted (fixed effects)",-0.374583171479481,0.0611141115342617,8.82988039595272e-10
"ENSG00000163812","ZDHHC3","t2d",2,"Inverse variance weighted (fixed effects)",0.369822255718808,0.104023357977045,0.000377713589153043
"ENSG00000164039","BDH2","t2d",2,"Inverse variance weighted (fixed effects)",-0.134375878722285,0.0240319383923195,2.25046416066824e-08
"ENSG00000164626","KCNK5","t2d",2,"Inverse variance weighted (fixed effects)",-0.656478079031367,0.16925927064146,0.000105087220820969
"ENSG00000164941","INTS8","t2d",2,"Inverse variance weighted (fixed effects)",-0.235521917807201,0.054138373051632,1.35908424394999e-05
"ENSG00000165006","UBAP1","t2d",2,"Inverse variance weighted (fixed effects)",-0.312617801208269,0.0762159499418362,4.1005975585193e-05
"ENSG00000165476","REEP3","t2d",2,"Inverse variance weighted (fixed effects)",-0.246712887793535,0.0824868209347512,0.00278122832287748
"ENSG00000165609","NUDT5","t2d",2,"Inverse variance weighted (fixed effects)",0.281724997320616,0.0343771703961135,2.50345667135791e-16
"ENSG00000166825","ANPEP","t2d",4,"Inverse variance weighted (fixed effects)",0.166257317257404,0.122910698938716,0.176161853184854
"ENSG00000166825","ANPEP","t2d",4,"Weighted median",0.203111463069674,0.1373843455155,0.139295981553735
"ENSG00000166825","ANPEP","t2d",4,"MR Egger",0.337437736140793,0.302692885926251,0.380936963451018
"ENSG00000166971","AKTIP","t2d",4,"Inverse variance weighted (fixed effects)",-0.0954889930087595,0.0228164190523121,2.85040719917951e-05
"ENSG00000166971","AKTIP","t2d",4,"Weighted median",-0.0997209376184002,0.0226474006770658,1.06667855873741e-05
"ENSG00000166971","AKTIP","t2d",4,"MR Egger",-0.132358967382212,0.0470946317603079,0.106715973676177
"ENSG00000167447","SMG8","t2d",2,"Inverse variance weighted (fixed effects)",0.319071868315554,0.0971193042045859,0.001018521779544
"ENSG00000167491","GATAD2A","t2d",2,"Inverse variance weighted (fixed effects)",0.252099716327814,0.0597008410019681,2.41375534486464e-05
"ENSG00000167635","ZNF146","t2d",2,"Inverse variance weighted (fixed effects)",-0.396122386108586,0.136234050986205,0.00364143280078807
"ENSG00000168056","LTBP3","t2d",4,"Inverse variance weighted (fixed effects)",0.178120071905085,0.0423012926411415,2.54526846138864e-05
"ENSG00000168056","LTBP3","t2d",4,"Weighted median",0.175050127019397,0.0430270444943133,4.73422654135294e-05
"ENSG00000168056","LTBP3","t2d",4,"MR Egger",0.156579097865589,0.0680777664501393,0.148147797350646
"ENSG00000168255","POLR2J3","t2d",3,"Inverse variance weighted (fixed effects)",0.198410062075672,0.0413935135841075,1.6408899707184e-06
"ENSG00000168255","POLR2J3","t2d",3,"Weighted median",0.192201669220041,0.0474447460247533,5.09854117509956e-05
"ENSG00000168255","POLR2J3","t2d",3,"MR Egger",0.162326679140875,0.110571270746555,0.3806813966218
"ENSG00000168291","PDHB","t2d",2,"Inverse variance weighted (fixed effects)",0.139293657551369,0.0414873418861985,0.000786513800765648
"ENSG00000168477","TNXB","t2d",4,"Inverse variance weighted (fixed effects)",0.143696661228319,0.0217975435302786,4.32968669277246e-11
"ENSG00000168477","TNXB","t2d",4,"Weighted median",0.115830224723711,0.0235338241201131,8.57248410030053e-07
"ENSG00000168477","TNXB","t2d",4,"MR Egger",0.0115931008976579,0.0431573042364805,0.813390492648958
"ENSG00000168852","TPTE2P5","t2d",2,"Inverse variance weighted (fixed effects)",-0.137902514763444,0.0388995368251281,0.000392473088734927
"ENSG00000169193","CCDC126","t2d",5,"Inverse variance weighted (fixed effects)",0.092848358160075,0.0378814983435443,0.0142451535567871
"ENSG00000169193","CCDC126","t2d",5,"Weighted median",0.0912695617521548,0.0384418696721993,0.0175859374586116
"ENSG00000169193","CCDC126","t2d",5,"MR Egger",0.0907334649491347,0.0589142881028391,0.221177646911368
"ENSG00000170791","CHCHD7","t2d",3,"Inverse variance weighted (fixed effects)",0.237451270880985,0.0824098603141245,0.00395981457067636
"ENSG00000170791","CHCHD7","t2d",3,"Weighted median",0.243503113806975,0.0826769368748311,0.00322708122456592
"ENSG00000170791","CHCHD7","t2d",3,"MR Egger",0.376664907208722,0.143139782946214,0.231197079525438
"ENSG00000170917","NUDT6","t2d",3,"Inverse variance weighted (fixed effects)",-0.320995923375516,0.0808933527838724,7.24366253995866e-05
"ENSG00000170917","NUDT6","t2d",3,"Weighted median",-0.308990068555576,0.0824805973374721,0.000179522593201416
"ENSG00000170917","NUDT6","t2d",3,"MR Egger",-0.296589993847497,0.375220140330091,0.574173917186638
"ENSG00000171056","SOX7","t2d",2,"Inverse variance weighted (fixed effects)",0.816785565550848,0.180602940510749,6.10994679276406e-06
"ENSG00000172260","NEGR1","t2d",4,"Inverse variance weighted (fixed effects)",0.0820779287098837,0.0258317890395506,0.00148601882620244
"ENSG00000172260","NEGR1","t2d",4,"Weighted median",0.0836950523037488,0.027173744879831,0.00207002690372644
"ENSG00000172260","NEGR1","t2d",4,"MR Egger",0.103816024895587,0.0857057237170218,0.349479587694771
"ENSG00000172500","FIBP","t2d",2,"Inverse variance weighted (fixed effects)",0.191761843876099,0.0544348160157436,0.000427046788989433
"ENSG00000173295","FAM86B3P","t2d",2,"Inverse variance weighted (fixed effects)",-0.324674937302448,0.0715344795476359,5.65968620102933e-06
"ENSG00000173517","PEAK1","t2d",2,"Inverse variance weighted (fixed effects)",0.251760015329758,0.0632366811342873,6.85584587878151e-05
"ENSG00000173930","SLCO4C1","t2d",6,"Inverse variance weighted (fixed effects)",0.165532417097266,0.0294386483198439,1.87710103914921e-08
"ENSG00000173930","SLCO4C1","t2d",6,"Weighted median",0.144694804446166,0.0320818727787426,6.4774702149485e-06
"ENSG00000173930","SLCO4C1","t2d",6,"MR Egger",0.0855005099078727,0.0601021924693511,0.227932288589392
"ENSG00000174197","MGA","t2d",2,"Inverse variance weighted (fixed effects)",0.303383388629922,0.0819857398529575,0.000215225163205504
"ENSG00000174529","TMEM81","t2d",2,"Inverse variance weighted (fixed effects)",0.319966902917674,0.0849175893495058,0.000164580678946654
"ENSG00000175445","LPL","t2d",7,"Inverse variance weighted (fixed effects)",-0.124173798576593,0.0417874408642572,0.00296293033022381
"ENSG00000175445","LPL","t2d",7,"Weighted median",-0.168784991486571,0.0505127223581092,0.00083346451584208
"ENSG00000175445","LPL","t2d",7,"MR Egger",-0.226993011922784,0.118358490319589,0.113241430444551
"ENSG00000177606","JUN","t2d",6,"Inverse variance weighted (fixed effects)",0.131035343180604,0.0437332780949535,0.00273332322420673
"ENSG00000177606","JUN","t2d",6,"Weighted median",0.159113230327959,0.049577638565176,0.00133023905309918
"ENSG00000177606","JUN","t2d",6,"MR Egger",0.166738010408005,0.0758532036399149,0.0928422247687402
"ENSG00000177710","SLC35G5","t2d",2,"Inverse variance weighted (fixed effects)",-0.290110173149247,0.0768302198282594,0.000159373123795112
"ENSG00000178607","ERN1","t2d",2,"Inverse variance weighted (fixed effects)",-0.15067011735165,0.0489172521507676,0.00206929839968342
"ENSG00000179104","TMTC2","t2d",2,"Inverse variance weighted (fixed effects)",-0.425051637533607,0.105466508604261,5.5728257911875e-05
"ENSG00000181274","FRAT2","t2d",3,"Inverse variance weighted (fixed effects)",-0.156033384250833,0.0356594896164706,1.21072107004867e-05
"ENSG00000181274","FRAT2","t2d",3,"Weighted median",-0.167938972410608,0.0353733135062984,2.05826525897478e-06
"ENSG00000181274","FRAT2","t2d",3,"MR Egger",-0.258861551486494,0.0673385774957362,0.162015377299381
"ENSG00000182179","UBA7","t2d",2,"Inverse variance weighted (fixed effects)",-0.011888476432356,0.0315723116423982,0.706509876178982
"ENSG00000183049","CAMK1D","t2d",7,"Inverse variance weighted (fixed effects)",0.11991117377238,0.0289306356669553,3.40137355296469e-05
"ENSG00000183049","CAMK1D","t2d",7,"Weighted median",0.131267307805047,0.031393603705838,2.89797080936936e-05
"ENSG00000183049","CAMK1D","t2d",7,"MR Egger",0.175715791944984,0.0491615741962852,0.0159716762850724
"ENSG00000183150","GPR19","t2d",3,"Inverse variance weighted (fixed effects)",0.0910533986185269,0.0515276095565109,0.0772148628908586
"ENSG00000183150","GPR19","t2d",3,"Weighted median",0.0953498786081307,0.0525342193980895,0.069523118495357
"ENSG00000183150","GPR19","t2d",3,"MR Egger",0.225758208259111,0.0840924856355297,0.226997966464028
"ENSG00000184056","VPS33B","t2d",3,"Inverse variance weighted (fixed effects)",-0.16792724928596,0.0353066705856394,1.97225048674868e-06
"ENSG00000184056","VPS33B","t2d",3,"Weighted median",-0.161176811974182,0.0364650672744304,9.86856888914703e-06
"ENSG00000184056","VPS33B","t2d",3,"MR Egger",-0.140469277001909,0.0635250439648726,0.270379120070128
"ENSG00000186130","ZBTB6","t2d",2,"Inverse variance weighted (fixed effects)",0.693254553069462,0.167271003207871,3.40557020020329e-05
"ENSG00000187166","H1FNT","t2d",2,"Inverse variance weighted (fixed effects)",0.257658182738582,0.0766219741819629,0.000771788289697922
"ENSG00000188599","NPIPP1","t2d",2,"Inverse variance weighted (fixed effects)",0.0857571991596945,0.0218832854066543,8.89743814360022e-05
"ENSG00000196586","MYO6","t2d",2,"Inverse variance weighted (fixed effects)",-0.240845306894705,0.0827396488743539,0.00360410766833723
"ENSG00000196781","TLE1","t2d",3,"Inverse variance weighted (fixed effects)",0.691640869555112,0.116907041980898,3.29542868842592e-09
"ENSG00000196781","TLE1","t2d",3,"Weighted median",0.621066733710136,0.159844273774314,0.000102141039810817
"ENSG00000196781","TLE1","t2d",3,"MR Egger",1.76410806798729,0.420024706040261,0.148805180739737
"ENSG00000196950","SLC39A10","t2d",3,"Inverse variance weighted (fixed effects)",-0.0979162556603236,0.0335054420222503,0.00347346741160859
"ENSG00000196950","SLC39A10","t2d",3,"Weighted median",-0.0937059368739088,0.0342238209647257,0.00618079521406099
"ENSG00000196950","SLC39A10","t2d",3,"MR Egger",-0.0331423412951556,0.101547901434009,0.799164365606831
"ENSG00000197702","PARVA","t2d",2,"Inverse variance weighted (fixed effects)",-0.453287205074138,0.114332193455028,7.35035146329746e-05
"ENSG00000198056","PRIM1","t2d",3,"Inverse variance weighted (fixed effects)",-0.246951334679618,0.0720554991346367,0.000609754706887425
"ENSG00000198056","PRIM1","t2d",3,"Weighted median",-0.254182688231946,0.0703311212817998,0.000301409549825235
"ENSG00000198056","PRIM1","t2d",3,"MR Egger",-0.50046395636563,0.226255892382291,0.270303985186022
"ENSG00000198518","HIST1H4E","t2d",3,"Inverse variance weighted (fixed effects)",0.224546459331334,0.0678044320425271,0.000927381557657584
"ENSG00000198518","HIST1H4E","t2d",3,"Weighted median",0.226687624521606,0.0697864596396694,0.00116095228640527
"ENSG00000198518","HIST1H4E","t2d",3,"MR Egger",0.501088006764771,0.180607166313874,0.220229839189102
"ENSG00000198860","TSEN15","t2d",4,"Inverse variance weighted (fixed effects)",0.110407827008683,0.0418517724159622,0.00833798284183259
"ENSG00000198860","TSEN15","t2d",4,"Weighted median",0.0990396639753051,0.0457947506349684,0.0305653421334873
"ENSG00000198860","TSEN15","t2d",4,"MR Egger",0.312580753848433,0.152846546844361,0.17750695650825
"ENSG00000198925","ATG9A","t2d",2,"Inverse variance weighted (fixed effects)",-0.371804270707406,0.103072430023316,0.000309502873040326
"ENSG00000204482","LST1","t2d",3,"Inverse variance weighted (fixed effects)",-0.235085764760652,0.0441539405377926,1.01381186050831e-07
"ENSG00000204482","LST1","t2d",3,"Weighted median",-0.198289667263541,0.0459795043661202,1.61370370343057e-05
"ENSG00000204482","LST1","t2d",3,"MR Egger",-0.0970950225897563,0.144515001794783,0.623378944720353
"ENSG00000213390","ARHGAP19","t2d",7,"Inverse variance weighted (fixed effects)",-0.11300382375144,0.0320820422734764,0.000427757022196139
"ENSG00000213390","ARHGAP19","t2d",7,"Weighted median",-0.109203009694334,0.0343660327414788,0.00148477057734299
"ENSG00000213390","ARHGAP19","t2d",7,"MR Egger",-0.090065259983058,0.0525565815445455,0.147256493756311
"ENSG00000214413","BBIP1","t2d",2,"Inverse variance weighted (fixed effects)",0.247346712767743,0.058752784285833,2.5541896357528e-05
"ENSG00000214530","STARD10","t2d",2,"Inverse variance weighted (fixed effects)",0.10318557627522,0.0210428810767922,9.41027324947522e-07
"ENSG00000223496","EXOSC6","t2d",4,"Inverse variance weighted (fixed effects)",-0.0675146957999024,0.0235336576702941,0.00411958155445159
"ENSG00000223496","EXOSC6","t2d",4,"Weighted median",-0.0679067671838942,0.0354826958485055,0.0556457736260375
"ENSG00000223496","EXOSC6","t2d",4,"MR Egger",-0.0792169757229055,0.106063809164068,0.533001832059731
"ENSG00000224152","AC009506.1","t2d",4,"Inverse variance weighted (fixed effects)",0.0464178794572021,0.0129761650299975,0.000347341339014755
"ENSG00000224152","AC009506.1","t2d",4,"Weighted median",0.0494337588146377,0.0135105994960843,0.000253312852592111
"ENSG00000224152","AC009506.1","t2d",4,"MR Egger",0.0876339557623334,0.0329500911582427,0.117063537410286
"ENSG00000224738","AC099850.1","t2d",2,"Inverse variance weighted (fixed effects)",0.12409879900196,0.0362549333916189,0.000619456293083374
"ENSG00000230069","LRRC37A15P","t2d",2,"Inverse variance weighted (fixed effects)",0.0927580698043969,0.0154689740949419,2.01746683319418e-09
"ENSG00000230224","PHBP9","t2d",2,"Inverse variance weighted (fixed effects)",-0.241384017830306,0.0455145962487918,1.13639369222832e-07
"ENSG00000230925","RP11-176F3.7","t2d",2,"Inverse variance weighted (fixed effects)",0.165663075821358,0.0291259362672192,1.28671521247394e-08
"ENSG00000232810","TNF","t2d",2,"Inverse variance weighted (fixed effects)",-0.280505296824028,0.0376994512152329,1.00253969002963e-13
"ENSG00000233609","RP11-62H7.2","t2d",6,"Inverse variance weighted (fixed effects)",0.0762931205629942,0.0124221912665808,8.16533544967665e-10
"ENSG00000233609","RP11-62H7.2","t2d",6,"Weighted median",0.0753315140477411,0.0144860282370031,1.98980313669763e-07
"ENSG00000233609","RP11-62H7.2","t2d",6,"MR Egger",0.0597305971864868,0.0333672260320577,0.147933782999412
"ENSG00000236493","EIF2S2P3","t2d",2,"Inverse variance weighted (fixed effects)",-0.314004250827526,0.0253228048005421,2.61134181994627e-35
"ENSG00000242247","ARFGAP3","t2d",2,"Inverse variance weighted (fixed effects)",-0.17883195700166,0.0526501960282746,0.000682271962839909
"ENSG00000242349","NPPA-AS1","t2d",2,"Inverse variance weighted (fixed effects)",0.0547073391690337,0.0263968665220872,0.0382194245715569
"ENSG00000243708","PLA2G4B","t2d",2,"Inverse variance weighted (fixed effects)",0.0526670948175269,0.210429656005283,0.802368027357379
"ENSG00000245937","CTC-228N24.3","t2d",5,"Inverse variance weighted (fixed effects)",0.109108899190553,0.0272225168926047,6.12251085059925e-05
"ENSG00000245937","CTC-228N24.3","t2d",5,"Weighted median",0.0977650220903841,0.0276432133822915,0.000405200152167819
"ENSG00000245937","CTC-228N24.3","t2d",5,"MR Egger",0.0577112318119335,0.0434026613737534,0.275688805425548
"ENSG00000246560","RP11-10L12.4","t2d",2,"Inverse variance weighted (fixed effects)",0.160393344938193,0.0309440355733871,2.17951449907296e-07
"ENSG00000248971","KRT8P46","t2d",2,"Inverse variance weighted (fixed effects)",0.1061700400041,0.0181295571183867,4.73620688540973e-09
"ENSG00000251075","HTT-AS1","t2d",2,"Inverse variance weighted (fixed effects)",0.0535551701674554,0.0167644059016283,0.00140036367536328
"ENSG00000252118","U6atac","t2d",2,"Inverse variance weighted (fixed effects)",0.415450561920294,0.0934314228760081,8.72470301228936e-06
"ENSG00000253649","PRSS51","t2d",2,"Inverse variance weighted (fixed effects)",0.499377142723294,0.130632523564963,0.000131964748405384
"ENSG00000253981","ALG1L13P","t2d",6,"Inverse variance weighted (fixed effects)",0.1150759503391,0.0305709322962839,0.000167064599701751
"ENSG00000253981","ALG1L13P","t2d",6,"Weighted median",0.116462308648803,0.0341341869162315,0.00064512632263474
"ENSG00000253981","ALG1L13P","t2d",6,"MR Egger",0.199086739128195,0.105015152518633,0.130872884991739
"ENSG00000255310","AF131215.2","t2d",5,"Inverse variance weighted (fixed effects)",0.0715969126726293,0.0157469474469957,5.4489202640525e-06
"ENSG00000255310","AF131215.2","t2d",5,"Weighted median",0.0687228671574156,0.0171960022375127,6.43009700819614e-05
"ENSG00000255310","AF131215.2","t2d",5,"MR Egger",0.0302798417748876,0.0259842061229045,0.328121969808651
"ENSG00000256705","CTD-2017C7.1","t2d",2,"Inverse variance weighted (fixed effects)",-0.151021633015227,0.0478817116853454,0.00161017804892368
"ENSG00000258725","AC068831.8","t2d",2,"Inverse variance weighted (fixed effects)",-0.201020669710037,0.0403949572480487,6.4784304961875e-07
"ENSG00000259834","RP11-284N8.3","t2d",3,"Inverse variance weighted (fixed effects)",0.162520691437728,0.0487173043279505,0.000849946435491236
"ENSG00000259834","RP11-284N8.3","t2d",3,"Weighted median",0.159016694404151,0.0526344006330719,0.00251812233941562
"ENSG00000259834","RP11-284N8.3","t2d",3,"MR Egger",0.280213577229559,0.112696968495985,0.243434703378043
"ENSG00000262557","RP11-44F14.11","t2d",2,"Inverse variance weighted (fixed effects)",-0.101729949638079,0.0263956473884944,0.000116183363848502
"ENSG00000269918","AF131215.9","t2d",9,"Inverse variance weighted (fixed effects)",0.0737188981405457,0.0154739685468679,1.89737046705299e-06
"ENSG00000269918","AF131215.9","t2d",9,"Weighted median",0.0615918074587787,0.0162714745942841,0.000153546230557967
"ENSG00000269918","AF131215.9","t2d",9,"MR Egger",0.0358735356315108,0.0254151835389731,0.200965949412122
"ENSG00000004399","PLXND1","cad",5,"Inverse variance weighted (fixed effects)",0.189342682875656,0.0741007272084186,0.0106124723059199
"ENSG00000004399","PLXND1","cad",5,"Weighted median",0.22075648728424,0.082394488448379,0.00737844607222258
"ENSG00000004399","PLXND1","cad",5,"MR Egger",0.516113184437666,0.158291791509871,0.0471131418782735
"ENSG00000004534","RBM6","cad",26,"Inverse variance weighted (fixed effects)",-0.0677519797020144,0.0171645881412309,7.90720912083244e-05
"ENSG00000004534","RBM6","cad",26,"Weighted median",0.000562316367745747,0.0290261401276284,0.984543742862993
"ENSG00000004534","RBM6","cad",26,"MR Egger",0.0301016738156068,0.0786661332902571,0.705346484894848
"ENSG00000005471","ABCB4","cad",5,"Inverse variance weighted (fixed effects)",0.183473755682446,0.0549478747789487,0.000840651319939682
"ENSG00000005471","ABCB4","cad",5,"Weighted median",0.187092779497416,0.0567025332838994,0.000968403654878379
"ENSG00000005471","ABCB4","cad",5,"MR Egger",0.214853870773386,0.124334900628865,0.18243160376858
"ENSG00000008513","ST3GAL1","cad",11,"Inverse variance weighted (fixed effects)",0.115917478779236,0.0356080330166208,0.0011324297642588
"ENSG00000008513","ST3GAL1","cad",11,"Weighted median",0.157867550264418,0.0413175753105372,0.000133001757162942
"ENSG00000008513","ST3GAL1","cad",11,"MR Egger",0.200752419184215,0.0742353736152222,0.0242237558487987
"ENSG00000010803","SCMH1","cad",4,"Inverse variance weighted (fixed effects)",0.20300161676655,0.054282431535707,0.000184218304632146
"ENSG00000010803","SCMH1","cad",4,"Weighted median",0.202374193447424,0.057341584028917,0.000416700575290293
"ENSG00000010803","SCMH1","cad",4,"MR Egger",0.223047091983964,0.114751088238357,0.191378572092443
"ENSG00000011422","PLAUR","cad",6,"Inverse variance weighted (fixed effects)",0.183823439929511,0.0677257829069934,0.00664297658698269
"ENSG00000011422","PLAUR","cad",6,"Weighted median",-0.043124967137648,0.0980362593229252,0.660018278536702
"ENSG00000011422","PLAUR","cad",6,"MR Egger",1.12494539578817,0.76823467081546,0.216957368583666
"ENSG00000014641","MDH1","cad",2,"Inverse variance weighted (fixed effects)",0.223497208408301,0.055771450987875,6.13969181756312e-05
"ENSG00000025039","RRAGD","cad",21,"Inverse variance weighted (fixed effects)",0.0740181351283244,0.0247608458788571,0.00279597533735509
"ENSG00000025039","RRAGD","cad",21,"Weighted median",0.0897083963829539,0.0276561447478287,0.00117985553391652
"ENSG00000025039","RRAGD","cad",21,"MR Egger",0.0929107915497162,0.0431984441077584,0.0445741933122548
"ENSG00000030582","GRN","cad",5,"Inverse variance weighted (fixed effects)",-0.191328209377462,0.0599398982069606,0.00141290889538982
"ENSG00000030582","GRN","cad",5,"Weighted median",-0.19662205443357,0.0667775779870866,0.00323547771446357
"ENSG00000030582","GRN","cad",5,"MR Egger",-0.312163815278585,0.113736749126023,0.0710623596527139
"ENSG00000031698","SARS","cad",5,"Inverse variance weighted (fixed effects)",-0.601867098528256,0.1040086616442,7.17818859199908e-09
"ENSG00000031698","SARS","cad",5,"Weighted median",-0.622137697913109,0.1410267074186,1.02662408043975e-05
"ENSG00000031698","SARS","cad",5,"MR Egger",-1.22906041131532,0.306269775315758,0.0277715186691632
"ENSG00000040633","PHF23","cad",5,"Inverse variance weighted (fixed effects)",-0.142031829067218,0.0441862281837455,0.0013072138179888
"ENSG00000040633","PHF23","cad",5,"Weighted median",-0.183108549978626,0.0594157791576285,0.00205741376132386
"ENSG00000040633","PHF23","cad",5,"MR Egger",-0.203289113119968,0.192598541582392,0.36868112018599
"ENSG00000047849","MAP4","cad",3,"Inverse variance weighted (fixed effects)",0.184121073400698,0.0456856219201089,5.57352277501245e-05
"ENSG00000047849","MAP4","cad",3,"Weighted median",0.184419343888875,0.0475676878305955,0.000105757672772476
"ENSG00000047849","MAP4","cad",3,"MR Egger",0.14169112936575,0.104861660940737,0.405601252933186
"ENSG00000054356","PTPRN","cad",4,"Inverse variance weighted (fixed effects)",-0.140634699597119,0.0379399157914773,0.000209915973449767
"ENSG00000054356","PTPRN","cad",4,"Weighted median",-0.146266689725638,0.0391524489944861,0.000187100910270821
"ENSG00000054356","PTPRN","cad",4,"MR Egger",-0.351477710836339,0.0880673709408331,0.0574271202873378
"ENSG00000055483","USP36","cad",19,"Inverse variance weighted (fixed effects)",-0.0252046905785405,0.023280097501551,0.278954401596283
"ENSG00000055483","USP36","cad",19,"Weighted median",-0.0343344556992628,0.0260498388359135,0.187493777385259
"ENSG00000055483","USP36","cad",19,"MR Egger",-0.0284447927992374,0.0461844643651853,0.546122295928447
"ENSG00000059377","TBXAS1","cad",15,"Inverse variance weighted (fixed effects)",0.093935764034671,0.0263259659625965,0.000359470633515176
"ENSG00000059377","TBXAS1","cad",15,"Weighted median",0.118074114972537,0.0304880011801919,0.000107589450492692
"ENSG00000059377","TBXAS1","cad",15,"MR Egger",0.124840288912562,0.0437012427174594,0.0134832788787167
"ENSG00000064989","CALCRL","cad",6,"Inverse variance weighted (fixed effects)",0.182973858166052,0.0414963790374348,1.03660587979657e-05
"ENSG00000064989","CALCRL","cad",6,"Weighted median",0.179740959813124,0.042718685889334,2.58155552213164e-05
"ENSG00000064989","CALCRL","cad",6,"MR Egger",0.175617498856559,0.0809343471229612,0.0958234165799747
"ENSG00000067606","PRKCZ","cad",6,"Inverse variance weighted (fixed effects)",0.218567264666154,0.06025784330992,0.000286511082033807
"ENSG00000067606","PRKCZ","cad",6,"Weighted median",0.215787108884542,0.0669835359563413,0.00127523802304422
"ENSG00000067606","PRKCZ","cad",6,"MR Egger",0.108801170688993,0.12675092257402,0.439072632311926
