"GeneName","n_eqtl","min_p","islet_available"
"RP11-478K15.6",2,5.43531e-09,TRUE
"RP4-782L23.1",2,3.35107e-07,TRUE
"UBE2U",2,9.5492e-48,TRUE
"FPGT-TNNI3K",1,8.42176e-24,TRUE
"TNNI3K",1,2.4398e-24,TRUE
"C1orf173",1,4.80443e-10,TRUE
"RP11-17E13.2",1,1.84896e-39,TRUE
"TYW3",1,8.87034e-09,TRUE
"CRYZ",1,3.00562e-38,TRUE
"SLC44A5",1,1.52621e-35,TRUE
"ACADM",1,1.19571e-06,TRUE
"AK5",1,7.97689e-09,TRUE
"NEXN",1,4.72426e-08,TRUE
"RP11-475O6.1",1,2.48054e-11,TRUE
"SAMD13",1,1.46132e-06,TRUE
"CTBS",1,6.79961e-13,TRUE
"MCOLN2",1,6.99008e-47,TRUE
"MCOLN3",1,6.14066e-27,TRUE
"ZNHIT6",1,1.11583e-07,TRUE
"CCBL2",1,5.47363e-48,TRUE
"RBMXL1",1,4.27535e-13,TRUE
"GBP3",1,1.88296e-99,TRUE
"RP4-665J23.1",1,2.94426e-06,TRUE
"HFM1",1,1.91294e-20,TRUE
"CDC7",1,1.2664e-14,TRUE
"TGFBR3",1,1.5439e-06,TRUE
"FAM69A",1,1.70277e-11,TRUE
"DR1",1,2.51587e-12,TRUE
"F3",1,2.88375e-19,TRUE
"RP11-86H7.7",1,1.21796e-11,TRUE
"LINC01057",1,5.07916e-22,TRUE
"SLC44A3",1,3.14539e-29,TRUE
"RP11-57H12.6",1,6.96543e-07,TRUE
"SNX7",1,2.80268e-20,TRUE
"LPPR5",1,1.18446e-15,TRUE
"PALMD",1,1.46506e-07,TRUE
"AGL",1,9.53116e-08,TRUE
"RTCA",1,4.06186e-22,TRUE
"CDC14A",1,2.70208e-15,TRUE
"VCAM1",1,6.69384e-10,TRUE
"DPH5",1,4.59264e-06,TRUE
"AMY2A",1,4.12776e-10,TRUE
"NTNG1",1,4.09015e-08,TRUE
"SLC25A24",1,8.27755e-11,TRUE
"CLCC1",1,1.34889e-06,TRUE
"TAF13",1,2.35708e-06,TRUE
"CELSR2",1,1.33772e-12,TRUE
"MYBPHL",1,1.95714e-23,TRUE
"SYPL2",1,2.16404e-21,TRUE
"CLCA4",2,9.22191e-09,TRUE
"MIR137HG",2,6.29613e-07,TRUE
"VAV3",2,6.9714e-07,TRUE
"PSRC1",2,1.76453e-23,TRUE
"KLHDC7A",1,4.07614e-35,TRUE
"EMC1",1,5.31714e-11,TRUE
"AKR7A3",1,1.74941e-19,TRUE
"PQLC2",1,5.39423e-09,TRUE
"CAPZB",1,7.71967e-08,TRUE
"NBL1",1,9.22508e-07,TRUE
"PLA2G2A",1,3.65702e-13,TRUE
"VWA5B1",1,3.64059e-44,TRUE
"MUL1",1,3.13084e-19,TRUE
"NBPF3",1,1.56056e-59,TRUE
"RAP1GAP",1,1.79727e-06,TRUE
"LINC00339",1,1.88418e-37,TRUE
"WNT4",1,2.25683e-06,TRUE
"HTR1D",1,2.0794e-06,TRUE
"C1orf213",1,2.74264e-08,TRUE
"TCEA3",1,1.74316e-12,TRUE
"ASAP3",1,6.49522e-10,TRUE
"FUCA1",1,2.05972e-06,TRUE
"CNR2",1,9.96624e-11,TRUE
"PNRC2",1,4.83912e-08,TRUE
"NCMAP",1,1.05813e-24,TRUE
"RHD",1,3.07229e-69,TRUE
"RHCE",1,3.17444e-34,TRUE
"FAM110D",1,6.01975e-11,TRUE
"ZNF593",1,2.20743e-18,TRUE
"CNKSR1",1,1.37775e-11,TRUE
"CEP85",1,1.00893e-06,TRUE
"AIM1L",1,1.28193e-07,TRUE
"HMGN2",1,6.95249e-12,TRUE
"PIGV",1,2.08993e-06,TRUE
"WDTC1",1,1.06311e-06,TRUE
"MAP3K6",1,1.74964e-12,TRUE
"RPA2",1,4.2948e-22,TRUE
"SMPDL3B",1,7.6102e-17,TRUE
"TAF12",1,1.87848e-06,TRUE
"MECR",1,1.17199e-06,TRUE
"FABP3",1,7.76129e-07,TRUE
"SERINC2",1,4.42616e-13,TRUE
"HCRTR1",1,5.01191e-06,TRUE
"PEF1",1,1.40202e-09,TRUE
"TMEM54",1,1.37172e-06,TRUE
"SMIM12",1,5.50201e-06,TRUE
"C1orf216",1,1.30699e-11,TRUE
"MANBAL",1,1.80313e-13,TRUE
"VSTM2L",1,5.80512e-09,TRUE
"RP11-101E14.2",1,5.89357e-11,TRUE
"RP11-101E14.3",1,8.46802e-07,TRUE
"LPIN3",1,1.90427e-08,TRUE
"CD52",2,1.18657e-06,TRUE
"RP4-564F22.5",2,1.14045e-19,TRUE
"EMILIN3",1,3.9481e-07,TRUE
"PTPRT",1,3.05222e-08,TRUE
"IFT52",1,2.09182e-11,TRUE
"OSER1-AS1",1,2.09486e-17,TRUE
"ADA",1,2.0583e-06,TRUE
"YWHAB",1,9.61343e-07,TRUE
"SYS1",1,2.39442e-17,TRUE
"TP53TG5",1,6.15663e-07,TRUE
"WFDC3",1,1.54614e-42,TRUE
"DNTTIP1",1,5.95677e-18,TRUE
"CD40",1,1.06221e-06,TRUE
"CDH22",1,7.47811e-07,TRUE
"SLC2A10",1,1.10001e-12,TRUE
"ZMYND8",1,2.21074e-08,TRUE
"RP11-347D21.3",1,4.19944e-10,TRUE
"PREX1",1,3.72421e-15,TRUE
"CSE1L",1,3.60707e-22,TRUE
"RNF114",1,5.03215e-07,TRUE
"RP11-112L6.4",1,1.31993e-35,TRUE
"RP11-290F20.3",1,5.98538e-13,TRUE
"RP11-290F20.1",1,1.46773e-19,TRUE
"NFATC2",1,4.48348e-09,TRUE
"TSHZ2",1,3.88632e-10,TRUE
"FAM210B",1,2.88356e-09,TRUE
"CASS4",1,3.76287e-07,TRUE
"TFAP2C",1,2.81151e-06,TRUE
"RBM38",1,9.97349e-09,TRUE
"VAPB",1,2.54008e-14,TRUE
"APCDD1L",1,7.03256e-26,TRUE
"NELFCD",1,6.67028e-15,TRUE
"CTSZ",1,2.04646e-08,TRUE
"TUBB1",1,2.7006e-08,TRUE
"SLMO2",1,1.64289e-07,TRUE
"RP4-614C15.2",1,6.96397e-33,TRUE
"RP5-1043L13.1",1,6.32332e-09,TRUE
"LSM14B",1,1.49847e-06,TRUE
"CABLES2",1,4.28427e-12,TRUE
"MRGBP",1,3.70084e-07,TRUE
"TCFL5",1,5.77107e-09,TRUE
"PPDPF",1,5.37122e-14,TRUE
"STMN3",1,1.92277e-12,TRUE
"ZGPAT",1,2.0028e-06,TRUE
"PRPF6",1,3.04405e-12,TRUE
"RGS19",1,1.9709e-27,TRUE
"MYT1",1,3.08641e-06,TRUE
"ISX",1,1.24934e-15,TRUE
"MMP9",2,5.46625e-14,TRUE
"RP11-290F20.2",2,1.00831e-06,TRUE
"EDN3",2,3.2834e-11,TRUE
"APOL4",2,4.75872e-18,TRUE
"TXN2",1,4.5984e-08,TRUE
"FOXRED2",1,3.68502e-42,TRUE
"CSF2RB",1,3.36572e-08,TRUE
"C1QTNF6",1,1.32711e-08,TRUE
"ELFN2",1,9.37636e-113,TRUE
"SH3BP1",1,2.46074e-10,TRUE
"PDXP",1,3.57307e-10,TRUE
"TRIOBP",1,1.1976e-06,TRUE
"EIF3L",1,2.09763e-07,TRUE
"CTA-228A9.3",1,1.1034e-06,TRUE
"BAIAP2L2",1,1.96679e-11,TRUE
"TMEM184B",1,3.86105e-11,TRUE
"KDELR3",1,3.17563e-08,TRUE
"DDX17",1,1.299e-08,TRUE
"FAM227A",1,3.2751e-06,TRUE
"CBY1",1,9.63994e-09,TRUE
"DNAL4",1,3.22367e-06,TRUE
"APOBEC3B",1,2.57998e-10,TRUE
"APOBEC3C",1,6.16704e-17,TRUE
"APOBEC3D",1,8.42349e-10,TRUE
"APOBEC3F",1,6.18884e-07,TRUE
"APOBEC3G",1,1.09765e-48,TRUE
"SYNGR1",1,1.03599e-07,TRUE
"ST13",1,1.03134e-06,TRUE
"DNAJB7",1,2.33513e-31,TRUE
"ACO2",1,4.36537e-06,TRUE
"CCDC134",1,1.69873e-17,TRUE
"NAGA",1,5.76756e-18,TRUE
"FAM109B",1,3.76136e-06,TRUE
"SMDT1",1,5.02816e-21,TRUE
"NDUFA6",1,5.76783e-18,TRUE
"CYP2D6",1,5.94993e-11,TRUE
"Z83851.1",1,2.47298e-06,TRUE
"RRP7A",1,3.80691e-24,TRUE
"SERHL2",1,2.12993e-11,TRUE
"CYB5R3",1,1.13408e-16,TRUE
"A4GALT",1,2.99532e-19,TRUE
"TTLL1",1,1.70208e-06,TRUE
"TTLL12",1,5.96512e-23,TRUE
"EFCAB6",1,8.31396e-10,TRUE
"SAMM50",1,1.21097e-06,TRUE
"PRR5-ARHGAP8",1,2.94392e-09,TRUE
"ARHGAP8",1,5.68169e-08,TRUE
"NUP50",1,5.74515e-07,TRUE
"FAM118A",1,2.65258e-45,TRUE
"RIBC2",1,9.31975e-30,TRUE
"PKDREJ",1,2.91967e-22,TRUE
"PMM1",2,1.4972e-06,TRUE
"LDOC1L",2,1.11749e-09,TRUE
"MEI1",3,8.27021e-10,TRUE
"TTC38",1,8.33366e-21,TRUE
"C22orf34",1,2.17462e-18,TRUE
"CRELD2",1,5.92587e-14,TRUE
"PLXNB2",1,1.71957e-06,TRUE
"MIOX",1,8.47961e-11,TRUE
"CTA-384D8.35",1,8.96082e-10,TRUE
"SYCE3",1,2.57436e-37,TRUE
"CPT1B",1,5.93427e-11,TRUE
"CHKB-CPT1B",1,1.40766e-06,TRUE
"ARSA",1,5.40148e-35,TRUE
"SND1",1,1.19532e-06,TRUE
"LRRC4",1,4.97526e-12,TRUE
"IMPDH1",1,3.92861e-06,TRUE
"METTL2B",1,2.78872e-08,TRUE
"RP11-212P7.2",1,3.26357e-17,TRUE
"RP11-274B21.9",1,1.36813e-07,TRUE
"OPN1SW",1,1.56328e-09,TRUE
"IRF5",1,6.55896e-39,TRUE
"TSPAN33",1,1.64678e-39,TRUE
"AHCYL2",1,2.54943e-09,TRUE
"STRIP2",1,7.65028e-12,TRUE
"RP11-448A19.1",1,1.45602e-06,TRUE
"TMEM209",1,7.02523e-07,TRUE
"CEP41",1,1.87267e-06,TRUE
"MEST",1,9.83894e-07,TRUE
"COPG2",1,1.87724e-24,TRUE
"TSGA13",1,7.30029e-08,TRUE
"CHCHD3",1,1.48144e-06,TRUE
"EXOC4",1,2.01474e-13,TRUE
"SLC35B4",1,3.3517e-13,TRUE
"AKR1B15",1,1.24304e-34,TRUE
"AGBL3",1,9.07624e-18,TRUE
"C7orf49",1,1.91809e-08,TRUE
"C7orf73",1,1.50291e-21,TRUE
"SLC13A4",1,1.52559e-20,TRUE
"KIAA1549",1,5.90027e-07,TRUE
"PARP12",1,7.89778e-07,TRUE
"RAB19",1,2.68958e-10,TRUE
"MRPS33",1,2.57121e-08,TRUE
"WEE2",1,2.0776e-11,TRUE
"MGAM",1,1.72571e-08,TRUE
"RP11-1220K2.2",1,1.4327e-08,TRUE
"FAM115C",1,1.96182e-06,TRUE
"CTAGE4",1,3.13918e-08,TRUE
"OR2A7",1,2.80923e-12,TRUE
"CTAGE8",1,9.0832e-13,TRUE
"ARHGEF35",1,2.16473e-46,TRUE
"ARHGEF5",1,3.33746e-12,TRUE
"SELO",2,1.97977e-15,TRUE
"CTA-384D8.34",3,3.59619e-07,TRUE
"ZNF786",1,8.9154e-19,TRUE
"ZNF425",1,4.0548e-12,TRUE
"ZNF467",1,5.55788e-11,TRUE
"ATP6V0E2",1,1.60264e-13,TRUE
"LRRC61",1,4.32889e-30,TRUE
"ACTR3C",1,2.07977e-13,TRUE
"ZBED6CL",1,2.31525e-19,TRUE
"GIMAP8",1,7.87504e-07,TRUE
"GIMAP2",1,3.85075e-07,TRUE
"GIMAP5",1,7.05069e-07,TRUE
"TMEM176A",1,5.85384e-09,TRUE
"TMEM176B",1,2.82561e-08,TRUE
"LINC01003",1,1.06124e-20,TRUE
"XRCC2",1,3.62996e-26,TRUE
"PAXIP1-AS2",1,9.67513e-20,TRUE
"C7orf13",1,2.71484e-36,TRUE
"RP5-1121A15.3",1,1.52736e-08,TRUE
"NOM1",1,1.2517e-14,TRUE
"NCAPG2",1,1.79097e-07,TRUE
"ESYT2",1,2.27247e-10,TRUE
"WDR60",1,2.26839e-37,TRUE
"VIPR2",1,8.66625e-11,TRUE
"COA1",1,3.33523e-08,TRUE
"BLVRA",1,4.79633e-07,TRUE
"AC004951.6",1,8.7396e-08,TRUE
"POLM",1,1.06157e-12,TRUE
"YKT6",1,4.91111e-10,TRUE
"PPIA",1,4.23544e-08,TRUE
"SNHG15",1,1.61787e-07,TRUE
"RP11-638I8.1",1,3.50228e-11,TRUE
"IGFBP3",1,1.55897e-07,TRUE
"ABCA13",1,3.93299e-08,TRUE
"FIGNL1",1,8.17446e-13,TRUE
"DDC",1,4.22697e-14,TRUE
"ZNF713",1,2.80334e-06,TRUE
"GBAS",1,1.7974e-08,TRUE
"PSPH",1,4.99685e-07,TRUE
"SUMF2",1,1.23869e-14,TRUE
"CHCHD2",1,6.03554e-10,TRUE
"ZNF736",1,1.50296e-13,TRUE
"ZNF107",1,5.03932e-47,TRUE
"ZNF273",1,5.9553e-07,TRUE
"ZNF117",1,2.2311e-26,TRUE
"ERV3-1",1,1.38326e-101,TRUE
"AC068533.7",1,8.17772e-07,TRUE
"CRCP",1,1.573e-06,TRUE
"AC021218.2",2,1.769e-42,TRUE
"PGAM2",2,1.61212e-10,TRUE
"H2AFV",2,2.836e-07,TRUE
"ASL",2,1.46342e-06,TRUE
"GS1-124K5.4",1,2.53074e-12,TRUE
"RP11-458F8.4",1,6.96918e-15,TRUE
"TYW1",1,2.84692e-08,TRUE
"RP11-166O4.6",1,3.37183e-13,TRUE
"RP11-166O4.5",1,2.59869e-11,TRUE
"BCL7B",1,2.15933e-09,TRUE
"TBL2",1,5.5103e-09,TRUE
"ABHD11",1,1.28282e-06,TRUE
"CLDN3",1,6.60557e-11,TRUE
"WBSCR27",1,1.79348e-75,TRUE
"STYXL1",1,3.9245e-27,TRUE
"MDH2",1,2.44522e-07,TRUE
"ZP3",1,6.00606e-46,TRUE
"UPK3B",1,3.54596e-07,TRUE
"POMZP3",1,4.56833e-69,TRUE
"FGL2",1,7.05978e-08,TRUE
"GSAP",1,1.96386e-06,TRUE
"RSBN1L-AS1",1,8.46981e-11,TRUE
"CACNA2D1",1,2.14696e-06,TRUE
"ABCB4",1,2.68703e-07,TRUE
"RUNDC3B",1,2.84885e-13,TRUE
"ADAM22",1,5.25446e-46,TRUE
"STEAP1",1,4.83501e-09,TRUE
"STEAP2",1,5.07466e-23,TRUE
"C7orf63",1,2.19516e-06,TRUE
"GTPBP10",1,3.98599e-09,TRUE
"FZD1",1,5.62133e-06,TRUE
"TAF9",1,1.74642e-06,TRUE
"MARVELD2",1,1.54891e-07,TRUE
"OCLN",1,7.17165e-11,TRUE
"SERF1B",1,6.11198e-07,TRUE
"SMN2",1,1.40731e-18,TRUE
"RP11-195E2.4",1,2.7913e-16,TRUE
"GTF2H2",1,1.14171e-12,TRUE
"CARTPT",1,3.62936e-08,TRUE
"MAP1B",1,2.43852e-14,TRUE
"TMEM171",1,2.74415e-12,TRUE
"ARHGEF28",1,2.74645e-07,TRUE
"NSA2",1,1.19731e-44,TRUE
"IQGAP2",1,1.85296e-06,TRUE
"F2R",1,8.31383e-07,TRUE
"PDE8B",1,7.78496e-09,TRUE
"WDR41",1,1.96911e-07,TRUE
"LHFPL2",1,1.23771e-09,TRUE
"ARSB",1,1.14546e-07,TRUE
"BHMT",1,5.36717e-11,TRUE
"SERINC5",1,2.28578e-08,TRUE
"LINC00174",2,4.0006e-07,TRUE
"TRIM73",2,2.33973e-08,TRUE
"GTF2H2C",2,2.44368e-07,TRUE
"ZFYVE16",1,1.8626e-15,TRUE
"MSH3",1,1.32009e-24,TRUE
"DHFR",1,1.76595e-26,TRUE
"ATG10",1,2.08541e-10,TRUE
"RPS23",1,9.24319e-29,TRUE
"ATP6AP1L",1,1.77209e-53,TRUE
"RASA1",1,2.45432e-06,TRUE
"GPR98",1,5.45231e-13,TRUE
"KIAA0825",1,2.30491e-06,TRUE
"TTC37",1,1.6517e-06,TRUE
"ERAP1",1,1.55026e-43,TRUE
"ERAP2",1,4.06394e-116,TRUE
"LNPEP",1,3.40299e-07,TRUE
"RIOK2",1,8.80761e-11,TRUE
"RGMB",1,3.76939e-06,TRUE
"ST8SIA4",1,3.16674e-06,TRUE
"PPIP5K2",1,2.08196e-06,TRUE
"NUDT12",1,9.39412e-07,TRUE
"CTD-2587M2.1",1,5.13406e-10,TRUE
"TMEM232",1,1.82559e-11,TRUE
"EPB41L4A",1,3.98011e-07,TRUE
"CTC-554D6.1",1,8.53332e-09,TRUE
"REEP5",1,5.07641e-07,TRUE
"CTC-428G20.3",1,4.27753e-11,TRUE
"CDO1",1,1.34325e-27,TRUE
"COMMD10",1,9.34192e-07,TRUE
"DTWD2",1,2.54541e-11,TRUE
"SPINK5",1,7.61501e-07,TRUE
"PCYOX1L",1,2.19967e-11,TRUE
"ARHGEF37",1,1.07893e-13,TRUE
"PPARGC1B",1,8.89224e-11,TRUE
"TIGD6",1,2.7437e-06,TRUE
"RPS14",1,1.06039e-13,TRUE
"NDST1",1,6.96201e-07,TRUE
"CTC-367J11.1",1,1.20434e-08,TRUE
"ANXA6",1,4.33132e-13,TRUE
"SLC36A1",1,1.71599e-17,TRUE
"SAP30L",1,3.08723e-10,TRUE
"SGCD",1,2.93334e-16,TRUE
"HAVCR1",1,7.36753e-28,TRUE
"MED7",1,2.38666e-09,TRUE
"NIPAL4",1,2.17735e-33,TRUE
"SOX30",1,3.01392e-09,TRUE
"EBF1",1,1.88639e-08,TRUE
"UBLCP1",1,3.31546e-06,TRUE
"CCNJL",1,8.70562e-09,TRUE
"POLR3G",2,3.67829e-13,TRUE
"NREP",2,8.63019e-07,TRUE
"SRP19",2,2.36755e-11,TRUE
"YTHDC2",2,2.7845e-08,TRUE
"SLU7",1,5.91309e-15,TRUE
"PTTG1",1,2.49058e-06,TRUE
"ATP10B",1,4.38508e-12,TRUE
"FBLL1",1,1.03947e-49,TRUE
"FAM196B",1,3.32705e-07,TRUE
"LCP2",1,8.17821e-10,TRUE
"FGF18",1,2.37165e-06,TRUE
"ERGIC1",1,7.52229e-08,TRUE
"BNIP1",1,3.88283e-20,TRUE
"CTB-43E15.2",1,5.3718e-24,TRUE
"DRD1",1,5.31452e-07,TRUE
"FAM153B",1,4.5696e-42,TRUE
"RGS14",1,5.0383e-55,TRUE
"TMED9",1,8.73503e-10,TRUE
"FAM153A",1,3.31304e-14,TRUE
"FAM153C",1,2.67604e-08,TRUE
"N4BP3",1,3.30294e-08,TRUE
"ZNF354B",1,2.26312e-07,TRUE
"ZNF879",1,1.44498e-11,TRUE
"CTC-241N9.1",1,1.6622e-06,TRUE
"TBC1D9B",1,1.70824e-19,TRUE
"RNF130",1,1.11283e-06,TRUE
"MAPK9",1,9.20047e-11,TRUE
"BTNL8",1,7.16371e-15,TRUE
"PRMT7",1,2.32448e-21,TRUE
"ZFP90",1,2.19927e-06,TRUE
"HAS3",1,9.66264e-13,TRUE
"CIRH1A",1,4.91516e-23,TRUE
"PDF",1,6.64292e-35,TRUE
"RP11-343C2.12",1,8.18857e-31,TRUE
"COG8",1,1.26136e-14,TRUE
"RP11-343C2.7",1,1.67443e-67,TRUE
"TMED6",1,3.12301e-81,TRUE
"EXOSC6",1,6.22282e-53,TRUE
"COG4",1,1.13846e-10,TRUE
"MTSS1L",1,1.90182e-08,TRUE
"TAT",1,1.3925e-09,TRUE
"MARVELD3",1,9.69684e-08,TRUE
"IST1",1,2.41168e-08,TRUE
"DHODH",1,1.38103e-18,TRUE
"RP11-252A24.3",1,2.43852e-07,TRUE
"RFWD3",1,3.81841e-33,TRUE
"MLKL",1,1.09441e-08,TRUE
"ZFP1",1,1.04402e-22,TRUE
"CTRB2",1,9.10057e-13,TRUE
"CFDP1",1,1.6982e-10,TRUE
"RP11-77K12.1",1,3.7692e-07,TRUE
"B4GALT7",2,4.27364e-08,TRUE
"ZNF354A",2,4.01431e-11,TRUE
"WDR59",2,1.61015e-07,TRUE
"ADAT1",1,4.91883e-23,TRUE
"MON1B",1,5.55673e-07,TRUE
"ADAMTS18",1,1.01684e-06,TRUE
"NUDT7",1,9.39024e-09,TRUE
"WWOX",1,2.02623e-08,TRUE
"C16orf46",1,4.29855e-07,TRUE
"PLCG2",1,2.4715e-08,TRUE
"SDR42E1",1,3.78247e-10,TRUE
"MPHOSPH6",1,4.90013e-24,TRUE
"MBTPS1",1,8.40343e-10,TRUE
"TAF1C",1,4.8245e-10,TRUE
"ATP2C2",1,2.05316e-48,TRUE
"TLDC1",1,1.84388e-07,TRUE
"COTL1",1,1.48489e-07,TRUE
"CRISPLD2",1,2.77917e-17,TRUE
"ZDHHC7",1,2.44151e-23,TRUE
"IRF8",1,1.31384e-12,TRUE
"RP11-463O9.9",1,2.17557e-23,TRUE
"MTHFSD",1,9.90022e-18,TRUE
"JPH3",1,1.77996e-09,TRUE
"KLHDC4",1,8.57622e-09,TRUE
"LA16c-444G7.2",1,5.06741e-08,TRUE
"ZNF469",1,1.04403e-09,TRUE
"CYBA",1,2.22611e-17,TRUE
"RNF166",1,2.9284e-14,TRUE
"RP11-830F9.6",1,1.92335e-11,TRUE
"CBFA2T3",1,1.71907e-15,TRUE
"ACSF3",1,2.38038e-07,TRUE
"SLC22A31",1,9.13714e-37,TRUE
"CPNE7",1,9.66646e-07,TRUE
"DPEP1",1,3.27365e-08,TRUE
"CDK10",1,2.81994e-18,TRUE
"RP11-368I7.4",1,6.77612e-07,TRUE
"FANCA",1,8.10454e-07,TRUE
"SPIRE2",1,2.56246e-11,TRUE
"MC1R",1,2.04191e-09,TRUE
"CENPBD1",1,6.61229e-11,TRUE
"GAS8",1,5.21905e-09,TRUE
"DBNDD1",1,9.95148e-13,TRUE
"C16orf3",1,1.65441e-06,TRUE
"DEXI",1,7.80239e-09,TRUE
"RMI2",1,1.14498e-33,TRUE
"TXNDC11",1,1.21498e-10,TRUE
"RP11-166B2.1",1,5.18035e-127,TRUE
"CHST5",2,1.41942e-06,TRUE
"7SK",2,2.52165e-07,TRUE
"OSGIN1",2,3.69513e-07,TRUE
"NECAB2",2,3.16306e-07,TRUE
"SLC38A8",2,4.06841e-09,TRUE
"ZNF778",2,2.68089e-07,TRUE
"SNX29",1,1.88919e-14,TRUE
"SHISA9",1,1.55037e-08,TRUE
"NOMO1",1,2.19221e-09,TRUE
"NPIPA1",1,8.06133e-12,TRUE
"PDXDC1",1,1.80127e-06,TRUE
"RRN3",1,8.43964e-13,TRUE
"NPIPA5",1,1.17073e-52,TRUE
"MPV17L",1,7.38652e-07,TRUE
"RP11-1021N1.1",1,6.53557e-09,TRUE
"C16orf45",1,1.02914e-15,TRUE
"ABCC6",1,1.73336e-11,TRUE
"NOMO3",1,1.89811e-19,TRUE
"AC138969.4",1,3.73499e-14,TRUE
"RP11-1212A22.4",1,1.42796e-08,TRUE
"TMC7",1,1.65911e-14,TRUE
"KNOP1",1,2.88904e-09,TRUE
"ACSM1",1,1.56499e-45,TRUE
"RP11-645C24.5",1,6.4939e-22,TRUE
"NPIPB4",1,7.31248e-07,TRUE
"SCNN1G",1,1.71346e-12,TRUE
"COG7",1,5.48097e-10,TRUE
"GGA2",1,1.17496e-07,TRUE
"EARS2",1,9.6291e-09,TRUE
"DCTN5",1,1.24583e-32,TRUE
"SLC5A11",1,1.78543e-45,TRUE
"IL21R",1,3.87511e-14,TRUE
"EIF3CL",1,2.48599e-10,TRUE
"EIF3C",1,8.35818e-15,TRUE
"RP11-1348G14.4",1,1.72715e-19,TRUE
"TUFM",1,1.08515e-12,TRUE
"SNX29P2",1,3.99029e-06,TRUE
"RP11-426C22.6",1,1.99477e-16,TRUE
"NPIPB11",1,1.63894e-06,TRUE
"RP11-345J4.5",1,1.45072e-25,TRUE
"BOLA2",1,6.29055e-23,TRUE
"MVP",1,7.06114e-09,TRUE
"INO80E",1,1.90617e-08,TRUE
"FAM57B",1,3.37237e-06,TRUE
"TBX6",1,1.88329e-06,TRUE
"ZNF48",1,6.81315e-06,TRUE
"TEP1",1,1.15995e-06,TRUE
"OSGEP",1,6.32058e-08,TRUE
"PNP",1,5.88234e-12,TRUE
"RP11-203M5.8",1,2.46061e-10,TRUE
"METTL17",1,3.3325e-08,TRUE
"ARHGEF40",1,3.54831e-08,TRUE
"NDE1",2,1.32167e-06,TRUE
"RP11-231C14.4",2,1.27062e-08,TRUE
"RP11-347C12.1",2,1.10996e-06,TRUE
"RNASE6",2,8.26482e-16,TRUE
"RPGRIP1",1,1.10745e-06,TRUE
"TOX4",1,2.27875e-10,TRUE
"RAB2B",1,1.47131e-06,TRUE
"ABHD4",1,2.03852e-18,TRUE
"HAUS4",1,1.98549e-24,TRUE
"RP11-298I3.5",1,1.61319e-25,TRUE
"PSMB5",1,2.57758e-09,TRUE
"HOMEZ",1,1.27755e-07,TRUE
"NGDN",1,4.53923e-27,TRUE
"LRRC16B",1,9.55626e-09,TRUE
"DHRS1",1,6.12164e-17,TRUE
"LTB4R",1,2.39165e-13,TRUE
"NYNRIN",1,1.09921e-06,TRUE
"CBLN3",1,1.03521e-13,TRUE
"RP11-80A15.1",1,1.24419e-16,TRUE
"STXBP6",1,3.18138e-07,TRUE
"HEATR5A",1,6.43005e-07,TRUE
"DTD2",1,6.28461e-07,TRUE
"AKAP6",1,1.3164e-11,TRUE
"KIAA0391",2,4.0659e-22,TRUE
"PPP2R3C",1,1.91553e-22,TRUE
"PSMA6",1,4.03617e-07,TRUE
"SLC25A21-AS1",1,8.7201e-11,TRUE
"SLC25A21",1,6.71156e-11,TRUE
"GEMIN2",1,4.03172e-06,TRUE
"ZNF239",1,7.04975e-13,TRUE
"C10orf10",1,2.68191e-06,TRUE
"ALOX5",1,1.47374e-27,TRUE
"FAM21C",1,1.29219e-11,TRUE
"AGAP4",1,1.21161e-29,TRUE
"ANXA8L2",1,1.14343e-05,TRUE
"AGAP9",1,2.39163e-11,TRUE
"PTPN20B",1,3.57732e-12,TRUE
"C10orf128",1,2.24821e-06,TRUE
"OGDHL",1,1.75195e-08,TRUE
"AGAP6",1,8.69729e-08,TRUE
"FAM21A",1,3.45467e-78,TRUE
"ASAH2",1,2.98329e-92,TRUE
"ASAH2B",1,7.8797e-52,TRUE
"A1CF",1,6.86634e-08,TRUE
"ZWINT",1,5.65307e-15,TRUE
"C10orf107",1,1.13836e-50,TRUE
"RTKN2",1,5.87818e-09,TRUE
"ZNF365",1,3.14981e-08,TRUE
"ADO",1,2.7011e-12,TRUE
"DHRS4L2",2,3.02772e-11,TRUE
"FOXA1",2,2.07972e-07,TRUE
"AGAP8",2,4.58179e-29,TRUE
"MSMB",2,2.13157e-18,TRUE
"RP11-222A11.1",1,7.21956e-39,TRUE
"SIRT1",1,1.95719e-07,TRUE
"ATOH7",1,1.73086e-06,TRUE
"PBLD",1,3.37063e-06,TRUE
"RUFY2",1,1.08788e-07,TRUE
"DNA2",1,6.53988e-13,TRUE
"STOX1",1,4.54243e-42,TRUE
"KIAA1279",1,1.70745e-06,TRUE
"C10orf35",1,1.34388e-06,TRUE
"SAR1A",1,7.65832e-12,TRUE
"PALD1",1,2.55472e-09,TRUE
"PCBD1",1,2.32637e-11,TRUE
"UNC5B",1,4.45101e-13,TRUE
"CDH23",1,3.42599e-09,TRUE
"C10orf54",1,3.78757e-18,TRUE
"ASCC1",1,3.25596e-08,TRUE
"NUDT13",1,1.60547e-19,TRUE
"DNAJC9",1,1.07337e-05,TRUE
"TTC18",1,1.53465e-07,TRUE
"FUT11",1,5.82377e-09,TRUE
"VDAC2",1,2.34252e-14,TRUE
