set,source,term_id,term_name,p_value_gSCS,query_size,term_size,n_intersect,genes
coding56,GO:BP,GO:0042327,positive regulation of phosphorylation,1.0,48,335,1,HERPUD2
coding56,GO:BP,GO:0042325,regulation of phosphorylation,1.0,48,560,1,HERPUD2
coding56,GO:BP,GO:0042303,molting cycle,1.0,48,123,1,LRIG1
coding56,GO:BP,GO:0042254,ribosome biogenesis,1.0,48,316,1,YTHDF2
coding56,GO:BP,GO:0043068,positive regulation of programmed cell death,1.0,48,527,2,LIPA;MED23
coding56,GO:BP,GO:0043067,regulation of programmed cell death,1.0,48,1467,2,LIPA;MED23
coding56,GO:BP,GO:0043066,negative regulation of apoptotic process,1.0,48,856,1,LIPA
coding56,GO:BP,GO:0043065,positive regulation of apoptotic process,1.0,48,512,1,LIPA
coding56,GO:BP,GO:0043062,extracellular structure organization,1.0,48,308,2,DUSP13;KCNJ11
coding56,GO:BP,GO:0043029,T cell homeostasis,1.0,48,48,1,ZBTB6
coding56,GO:BP,GO:0043009,chordate embryonic development,1.0,48,669,2,ARL13B;SNX16
coding56,GO:BP,GO:0042981,regulation of apoptotic process,1.0,48,1426,1,LIPA
coding56,GO:BP,GO:0042832,defense response to protozoan,1.0,48,27,1,MED23
coding56,GO:BP,GO:0042733,embryonic digit morphogenesis,1.0,48,62,1,SNX16
coding56,GO:BP,GO:0042698,ovulation cycle,1.0,48,66,2,LRRC41;PGAP3
coding56,GO:BP,GO:0042692,muscle cell differentiation,1.0,48,388,1,SNX16
coding56,GO:BP,GO:0042661,regulation of mesodermal cell fate specification,1.0,48,6,1,SNX16
coding56,GO:BP,GO:0042659,regulation of cell fate specification,1.0,48,23,2,KDM5A;SNX16
coding56,GO:BP,GO:0042633,hair cycle,1.0,48,123,1,LRIG1
coding56,GO:BP,GO:0042593,glucose homeostasis,1.0,48,254,2,GIT1;LRRC41
coding56,GO:BP,GO:0043434,response to peptide hormone,1.0,48,457,3,EIF2B2;SIK2;TSPAN14
coding56,GO:BP,GO:0043412,macromolecule modification,1.0,48,2547,8,BMPR1A;DCAF16;HERPUD2;LRRC41;SNX16;TSPAN14;ZBTB6;ZNF236
coding56,GO:BP,GO:0043410,positive regulation of MAPK cascade,1.0,48,450,1,SPATA5
coding56,GO:BP,GO:0043408,regulation of MAPK cascade,1.0,48,638,1,SPATA5
coding56,GO:BP,GO:0043371,"negative regulation of CD4-positive, alpha-beta T cell differentiation",1.0,48,25,1,ZBTB6
coding56,GO:BP,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",1.0,48,60,1,ZBTB6
coding56,GO:BP,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",1.0,48,105,1,ZBTB6
coding56,GO:BP,GO:0043269,regulation of monoatomic ion transport,1.0,48,421,1,PARVA
coding56,GO:BP,GO:0043255,regulation of carbohydrate biosynthetic process,1.0,48,95,1,SAP130
coding56,GO:BP,GO:0043254,regulation of protein-containing complex assembly,1.0,48,422,1,NTAN1
coding56,GO:BP,GO:0043207,response to external biotic stimulus,1.0,48,1613,3,MED23;NTAN1;YTHDF2
coding56,GO:BP,GO:0043200,response to amino acid,1.0,48,116,1,SPATA5
coding56,GO:BP,GO:0043170,macromolecule metabolic process,1.0,48,11942,35,BMPR1A;C6orf106;CDC123;CHD4;DAGLB;DCAF16;EIF2B2;FAM184A;FCHO1;GIT1;HERPUD2;HMBS;HSD17B12;KDM5A;LIPA;LOXL4;LRRC41;MED23;MLH3;NRBF2;NTAN1;PGAP3;RC3H2;SAP130;SIK2;SNX16;SPDYE2;THAP8;TSPAN14;WDR17;YTHDF2;ZBTB6;ZNF236;ZNF268;ZNF34
coding56,GO:BP,GO:0043112,receptor metabolic process,1.0,48,75,1,WDR17
coding56,GO:BP,GO:0043085,positive regulation of catalytic activity,1.0,48,452,1,HERPUD2
coding56,GO:BP,GO:0043069,negative regulation of programmed cell death,1.0,48,887,1,LIPA
coding56,GO:BP,GO:0044089,positive regulation of cellular component biogenesis,1.0,48,497,1,NTAN1
coding56,GO:BP,GO:0044087,regulation of cellular component biogenesis,1.0,48,1006,2,KDM5A;NTAN1
coding56,GO:BP,GO:0044085,cellular component biogenesis,1.0,48,5090,13,ARL13B;BLOC1S2;C6orf106;FAM184A;HSD17B12;KDM5A;LOXL4;NRBF2;NTAN1;RC3H2;TMEM136;YTHDF2;ZNF430
coding56,GO:BP,GO:0043933,protein-containing complex organization,1.0,48,3412,6,C6orf106;FAM184A;NRBF2;NTAN1;RC3H2;TMEM136
coding56,GO:BP,GO:0043903,regulation of biological process involved in symbiotic interaction,1.0,48,38,1,MED23
coding56,GO:BP,GO:0043687,post-translational protein modification,1.0,48,977,3,DCAF16;ZBTB6;ZNF236
coding56,GO:BP,GO:0043632,modification-dependent macromolecule catabolic process,1.0,48,696,2,CHD4;ZBTB6
coding56,GO:BP,GO:0043583,ear development,1.0,48,236,1,LRIG1
coding56,GO:BP,GO:0043549,regulation of kinase activity,1.0,48,353,1,HERPUD2
coding56,GO:BP,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,1.0,48,306,1,SPATA5
coding56,GO:BP,GO:0043488,regulation of mRNA stability,1.0,48,176,3,MLH3;YTHDF2;ZBTB6
coding56,GO:BP,GO:0043487,regulation of RNA stability,1.0,48,189,3,MLH3;YTHDF2;ZBTB6
coding56,GO:BP,GO:0043473,pigmentation,1.0,48,114,1,NRBF2
coding56,GO:BP,GO:0043470,regulation of carbohydrate catabolic process,1.0,48,64,1,NTAN1
coding56,GO:BP,GO:0043467,regulation of generation of precursor metabolites and energy,1.0,48,134,1,NTAN1
coding56,GO:BP,GO:0043436,oxoacid metabolic process,1.0,48,885,6,CDC123;DGKQ;EIF2B2;KCNJ11;MED23;NTAN1
coding56,GO:BP,GO:0045088,regulation of innate immune response,1.0,48,470,2,MED23;YTHDF2
coding56,GO:BP,GO:0045087,innate immune response,1.0,48,1018,2,MED23;YTHDF2
coding56,GO:BP,GO:0045055,regulated exocytosis,1.0,48,227,1,NTAN1
coding56,GO:BP,GO:0045022,early endosome to late endosome transport,1.0,48,40,1,WDR17
coding56,GO:BP,GO:0045017,glycerolipid biosynthetic process,1.0,48,236,4,DGKQ;EIF2B2;HMBS;SAP130
coding56,GO:BP,GO:0044782,cilium organization,1.0,48,437,2,ARL13B;BLOC1S2
coding56,GO:BP,GO:0044528,regulation of mitochondrial mRNA stability,1.0,48,7,1,MLH3
coding56,GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,1.0,48,1777,3,MED23;NTAN1;YTHDF2
coding56,GO:BP,GO:0044403,biological process involved in symbiotic interaction,1.0,48,190,1,MED23
coding56,GO:BP,GO:0044342,type B pancreatic cell proliferation,1.0,48,29,1,LRRC41
coding56,GO:BP,GO:0044283,small molecule biosynthetic process,1.0,48,580,4,CDC123;DGKQ;KCNJ11;SAP130
coding56,GO:BP,GO:0044282,small molecule catabolic process,1.0,48,350,2,EIF2B2;MED23
coding56,GO:BP,GO:0044281,small molecule metabolic process,1.0,48,1694,8,CDC123;DGKQ;EIF2B2;KCNJ11;MED23;NTAN1;PARVA;SAP130
coding56,GO:BP,GO:0044272,sulfur compound biosynthetic process,1.0,48,108,1,KCNJ11
coding56,GO:BP,GO:0044238,primary metabolic process,1.0,48,12170,37,BMPR1A;C6orf106;CDC123;CHD4;DAGLB;DCAF16;DGKQ;EIF2B2;FAM184A;FCHO1;GIT1;HERPUD2;HMBS;HSD17B12;KCNJ11;KDM5A;LIPA;LOXL4;LRRC41;MED23;MLH3;NRBF2;NTAN1;PARVA;PGAP3;RC3H2;SAP130;SIK2;SNX16;SPDYE2;THAP8;TSPAN14;YTHDF2;ZBTB6;ZNF236;ZNF268;ZNF34
coding56,GO:BP,GO:0044093,positive regulation of molecular function,1.0,48,590,1,HERPUD2
coding56,GO:BP,GO:0045596,negative regulation of cell differentiation,1.0,48,665,3,SNX16;YTHDF2;ZBTB6
coding56,GO:BP,GO:0045595,regulation of cell differentiation,1.0,48,1549,5,KDM5A;LIPA;SNX16;YTHDF2;ZBTB6
coding56,GO:BP,GO:0045581,negative regulation of T cell differentiation,1.0,48,52,1,ZBTB6
coding56,GO:BP,GO:0045580,regulation of T cell differentiation,1.0,48,188,1,ZBTB6
coding56,GO:BP,GO:0045472,response to ether,1.0,48,17,1,CDC123
coding56,GO:BP,GO:0045454,cell redox homeostasis,1.0,48,41,1,NTAN1
coding56,GO:BP,GO:0045446,endothelial cell differentiation,1.0,48,112,1,CDC123
coding56,GO:BP,GO:0045333,cellular respiration,1.0,48,332,2,CDC123;NTAN1
coding56,GO:BP,GO:0045321,leukocyte activation,1.0,48,975,4,CDC123;MED23;TMEM136;ZBTB6
coding56,GO:BP,GO:0045229,external encapsulating structure organization,1.0,48,309,2,DUSP13;KCNJ11
coding56,GO:BP,GO:0045184,establishment of protein localization,1.0,48,1869,3,LRRC41;PARVA;WDR17
coding56,GO:BP,GO:0045165,cell fate commitment,1.0,48,297,2,KDM5A;SNX16
coding56,GO:BP,GO:0045143,homologous chromosome segregation,1.0,48,67,1,LOXL4
coding56,GO:BP,GO:0045137,development of primary sexual characteristics,1.0,48,232,3,LRRC41;PGAP3;SIK2
coding56,GO:BP,GO:0045132,meiotic chromosome segregation,1.0,48,96,1,LOXL4
coding56,GO:BP,GO:0045123,cellular extravasation,1.0,48,74,1,FAM184A
coding56,GO:BP,GO:0045814,"negative regulation of gene expression, epigenetic",1.0,48,195,1,HSD17B12
coding56,GO:BP,GO:0045787,positive regulation of cell cycle,1.0,48,349,1,HERPUD2
coding56,GO:BP,GO:0045785,positive regulation of cell adhesion,1.0,48,483,2,KCNJ11;TMEM136
coding56,GO:BP,GO:0045778,positive regulation of ossification,1.0,48,54,1,SNX16
coding56,GO:BP,GO:0045747,positive regulation of Notch signaling pathway,1.0,48,48,1,DAGLB
coding56,GO:BP,GO:0045746,negative regulation of Notch signaling pathway,1.0,48,40,1,YTHDF2
coding56,GO:BP,GO:0045737,positive regulation of cyclin-dependent protein serine/threonine kinase activity,1.0,48,28,1,HERPUD2
coding56,GO:BP,GO:0045730,respiratory burst,1.0,48,38,1,CDC123
coding56,GO:BP,GO:0045727,positive regulation of translation,1.0,48,134,1,YTHDF2
coding56,GO:BP,GO:0045669,positive regulation of osteoblast differentiation,1.0,48,72,1,SNX16
coding56,GO:BP,GO:0045667,regulation of osteoblast differentiation,1.0,48,134,1,SNX16
coding56,GO:BP,GO:0045623,negative regulation of T-helper cell differentiation,1.0,48,21,1,ZBTB6
coding56,GO:BP,GO:0045622,regulation of T-helper cell differentiation,1.0,48,48,1,ZBTB6
coding56,GO:BP,GO:0045620,negative regulation of lymphocyte differentiation,1.0,48,59,1,ZBTB6
coding56,GO:BP,GO:0045619,regulation of lymphocyte differentiation,1.0,48,218,1,ZBTB6
coding56,GO:BP,GO:0045597,positive regulation of cell differentiation,1.0,48,852,2,LIPA;SNX16
coding56,GO:BP,GO:0046006,regulation of activated T cell proliferation,1.0,48,42,1,MED23
coding56,GO:BP,GO:0045980,negative regulation of nucleotide metabolic process,1.0,48,28,1,NTAN1
coding56,GO:BP,GO:0045948,positive regulation of translational initiation,1.0,48,30,1,YTHDF2
coding56,GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,1.0,48,1237,7,EIF2B2;FAM184A;LIPA;LRRC41;PGAP3;RC3H2;SNX16
coding56,GO:BP,GO:0045937,positive regulation of phosphate metabolic process,1.0,48,395,1,HERPUD2
coding56,GO:BP,GO:0045936,negative regulation of phosphate metabolic process,1.0,48,210,1,NTAN1
coding56,GO:BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,1.0,48,1510,7,HSD17B12;KDM5A;LIPA;NTAN1;PGAP3;THAP8;ZNF34
coding56,GO:BP,GO:0045927,positive regulation of growth,1.0,48,242,1,SNX16
coding56,GO:BP,GO:0045912,negative regulation of carbohydrate metabolic process,1.0,48,52,1,NTAN1
coding56,GO:BP,GO:0045893,positive regulation of DNA-templated transcription,1.0,48,1672,10,EIF2B2;FAM184A;HSD17B12;KDM5A;LIPA;LRRC41;NRBF2;PGAP3;RC3H2;SNX16
coding56,GO:BP,GO:0045892,negative regulation of DNA-templated transcription,1.0,48,1275,6,HSD17B12;KDM5A;LIPA;PGAP3;THAP8;ZNF34
coding56,GO:BP,GO:0045860,positive regulation of protein kinase activity,1.0,48,194,1,HERPUD2
coding56,GO:BP,GO:0045859,regulation of protein kinase activity,1.0,48,330,1,HERPUD2
coding56,GO:BP,GO:0045834,positive regulation of lipid metabolic process,1.0,48,127,1,DGKQ
coding56,GO:BP,GO:0045824,negative regulation of innate immune response,1.0,48,94,2,MED23;YTHDF2
coding56,GO:BP,GO:0045820,negative regulation of glycolytic process,1.0,48,19,1,NTAN1
coding56,GO:BP,GO:0046460,neutral lipid biosynthetic process,1.0,48,48,2,DGKQ;EIF2B2
coding56,GO:BP,GO:0046457,prostanoid biosynthetic process,1.0,48,30,1,DGKQ
coding56,GO:BP,GO:0046456,icosanoid biosynthetic process,1.0,48,57,1,DGKQ
coding56,GO:BP,GO:0046434,organophosphate catabolic process,1.0,48,246,2,CDC123;NTAN1
coding56,GO:BP,GO:0046395,carboxylic acid catabolic process,1.0,48,233,2,EIF2B2;MED23
coding56,GO:BP,GO:0046394,carboxylic acid biosynthetic process,1.0,48,310,2,DGKQ;KCNJ11
coding56,GO:BP,GO:0046390,ribose phosphate biosynthetic process,1.0,48,180,1,CDC123
coding56,GO:BP,GO:0046364,monosaccharide biosynthetic process,1.0,48,89,1,SAP130
coding56,GO:BP,GO:0046340,diacylglycerol catabolic process,1.0,48,6,1,DGKQ
coding56,GO:BP,GO:0046339,diacylglycerol metabolic process,1.0,48,26,2,DGKQ;SAP130
coding56,GO:BP,GO:0046165,alcohol biosynthetic process,1.0,48,139,2,CDC123;SAP130
coding56,GO:BP,GO:0046148,pigment biosynthetic process,1.0,48,57,1,BMPR1A
coding56,GO:BP,GO:0046034,ATP metabolic process,1.0,48,233,2,CDC123;NTAN1
coding56,GO:BP,GO:0046032,ADP catabolic process,1.0,48,100,2,CDC123;NTAN1
coding56,GO:BP,GO:0046031,ADP metabolic process,1.0,48,107,2,CDC123;NTAN1
coding56,GO:BP,GO:0046007,negative regulation of activated T cell proliferation,1.0,48,15,1,MED23
coding56,GO:BP,GO:0046631,alpha-beta T cell activation,1.0,48,196,1,ZBTB6
coding56,GO:BP,GO:0046626,regulation of insulin receptor signaling pathway,1.0,48,69,1,TSPAN14
coding56,GO:BP,GO:0046622,positive regulation of organ growth,1.0,48,44,1,SNX16
coding56,GO:BP,GO:0046620,regulation of organ growth,1.0,48,87,1,SNX16
coding56,GO:BP,GO:0046545,development of primary female sexual characteristics,1.0,48,109,3,LRRC41;PGAP3;SIK2
coding56,GO:BP,GO:0046503,glycerolipid catabolic process,1.0,48,67,1,DGKQ
coding56,GO:BP,GO:0046501,protoporphyrinogen IX metabolic process,1.0,48,12,1,BMPR1A
coding56,GO:BP,GO:0046496,nicotinamide nucleotide metabolic process,1.0,48,165,2,CDC123;NTAN1
coding56,GO:BP,GO:0046488,phosphatidylinositol metabolic process,1.0,48,151,1,HMBS
coding56,GO:BP,GO:0046486,glycerolipid metabolic process,1.0,48,386,5,CDC123;DGKQ;EIF2B2;HMBS;SAP130
coding56,GO:BP,GO:0046474,glycerophospholipid biosynthetic process,1.0,48,196,2,HMBS;SAP130
coding56,GO:BP,GO:0046473,phosphatidic acid metabolic process,1.0,48,38,1,SAP130
coding56,GO:BP,GO:0046464,acylglycerol catabolic process,1.0,48,40,1,DGKQ
coding56,GO:BP,GO:0046463,acylglycerol biosynthetic process,1.0,48,48,2,DGKQ;EIF2B2
coding56,GO:BP,GO:0046462,monoacylglycerol metabolic process,1.0,48,16,1,DGKQ
coding56,GO:BP,GO:0046461,neutral lipid catabolic process,1.0,48,40,1,DGKQ
coding56,GO:BP,GO:0046883,regulation of hormone secretion,1.0,48,262,1,PARVA
coding56,GO:BP,GO:0046879,hormone secretion,1.0,48,319,2,LRRC41;PARVA
coding56,GO:BP,GO:0046834,lipid phosphorylation,1.0,48,10,1,SAP130
coding56,GO:BP,GO:0046785,microtubule polymerization,1.0,48,101,2,NRBF2;NTAN1
coding56,GO:BP,GO:0046777,protein autophosphorylation,1.0,48,157,1,TSPAN14
coding56,GO:BP,GO:0046683,response to organophosphorus,1.0,48,118,2,PARVA;SAP130
coding56,GO:BP,GO:0046676,negative regulation of insulin secretion,1.0,48,43,1,PARVA
coding56,GO:BP,GO:0046661,male sex differentiation,1.0,48,164,1,SNX16
coding56,GO:BP,GO:0046660,female sex differentiation,1.0,48,129,3,LRRC41;PGAP3;SIK2
coding56,GO:BP,GO:0046651,lymphocyte proliferation,1.0,48,295,3,CDC123;MED23;ZBTB6
coding56,GO:BP,GO:0046649,lymphocyte activation,1.0,48,811,4,CDC123;MED23;TMEM136;ZBTB6
coding56,GO:BP,GO:0046639,negative regulation of alpha-beta T cell differentiation,1.0,48,30,1,ZBTB6
coding56,GO:BP,GO:0046637,regulation of alpha-beta T cell differentiation,1.0,48,78,1,ZBTB6
coding56,GO:BP,GO:0046636,negative regulation of alpha-beta T cell activation,1.0,48,49,1,ZBTB6
coding56,GO:BP,GO:0046634,regulation of alpha-beta T cell activation,1.0,48,120,1,ZBTB6
coding56,GO:BP,GO:0046632,alpha-beta T cell differentiation,1.0,48,137,1,ZBTB6
coding56,GO:BP,GO:0048232,male gamete generation,1.0,48,670,3,ARG1;LOXL4;YTHDF2
coding56,GO:BP,GO:0048146,positive regulation of fibroblast proliferation,1.0,48,52,1,SPATA5
coding56,GO:BP,GO:0048145,regulation of fibroblast proliferation,1.0,48,88,1,SPATA5
coding56,GO:BP,GO:0048144,fibroblast proliferation,1.0,48,107,1,SPATA5
coding56,GO:BP,GO:0048034,heme O biosynthetic process,1.0,48,9,1,BMPR1A
coding56,GO:BP,GO:0048013,ephrin receptor signaling pathway,1.0,48,87,1,NTAN1
coding56,GO:BP,GO:0048008,platelet-derived growth factor receptor signaling pathway,1.0,48,107,1,SPATA5
coding56,GO:BP,GO:0047496,vesicle transport along microtubule,1.0,48,47,1,NRBF2
coding56,GO:BP,GO:0046949,fatty-acyl-CoA biosynthetic process,1.0,48,28,1,KCNJ11
coding56,GO:BP,GO:0046928,regulation of neurotransmitter secretion,1.0,48,86,1,NTAN1
coding56,GO:BP,GO:0046907,intracellular transport,1.0,48,1375,4,CDC123;FCHO1;NRBF2;WDR17
coding56,GO:BP,GO:0046903,secretion,1.0,48,971,3,LRRC41;NTAN1;PARVA
coding56,GO:BP,GO:0046902,regulation of mitochondrial membrane permeability,1.0,48,53,1,NRBF2
coding56,GO:BP,GO:0046890,regulation of lipid biosynthetic process,1.0,48,181,1,SAP130
coding56,GO:BP,GO:0046888,negative regulation of hormone secretion,1.0,48,72,1,PARVA
coding56,GO:BP,GO:0046885,regulation of hormone biosynthetic process,1.0,48,21,1,SAP130
coding56,GO:BP,GO:0048378,regulation of lateral mesodermal cell fate specification,1.0,48,2,1,SNX16
coding56,GO:BP,GO:0048377,lateral mesodermal cell fate specification,1.0,48,2,1,SNX16
coding56,GO:BP,GO:0048372,lateral mesodermal cell fate commitment,1.0,48,2,1,SNX16
coding56,GO:BP,GO:0048371,lateral mesodermal cell differentiation,1.0,48,4,1,SNX16
coding56,GO:BP,GO:0048370,lateral mesoderm formation,1.0,48,5,1,SNX16
coding56,GO:BP,GO:0048369,lateral mesoderm morphogenesis,1.0,48,5,1,SNX16
coding56,GO:BP,GO:0048368,lateral mesoderm development,1.0,48,17,1,SNX16
coding56,GO:BP,GO:0048352,paraxial mesoderm structural organization,1.0,48,1,1,SNX16
coding56,GO:BP,GO:0048340,paraxial mesoderm morphogenesis,1.0,48,10,1,SNX16
coding56,GO:BP,GO:0048339,paraxial mesoderm development,1.0,48,19,1,SNX16
coding56,GO:BP,GO:0048338,mesoderm structural organization,1.0,48,1,1,SNX16
coding56,GO:BP,GO:0048333,mesodermal cell differentiation,1.0,48,33,1,SNX16
coding56,GO:BP,GO:0048332,mesoderm morphogenesis,1.0,48,74,1,SNX16
coding56,GO:BP,GO:0048286,lung alveolus development,1.0,48,52,1,ZBTB6
coding56,GO:BP,GO:0048285,organelle fission,1.0,48,497,1,LOXL4
coding56,GO:BP,GO:0048268,clathrin coat assembly,1.0,48,19,1,TMEM136
coding56,GO:BP,GO:0048534,hematopoietic or lymphoid organ development,1.0,48,104,2,CDC123;ZBTB6
coding56,GO:BP,GO:0048532,anatomical structure arrangement,1.0,48,17,1,SNX16
coding56,GO:BP,GO:0048523,negative regulation of cellular process,1.0,48,5510,14,HSD17B12;KDM5A;LIPA;MED23;MLH3;NTAN1;PARVA;PGAP3;SAP130;SNX16;THAP8;YTHDF2;ZBTB6;ZNF34
coding56,GO:BP,GO:0048522,positive regulation of cellular process,1.0,48,5739,22,CDC123;DAGLB;DGKQ;EIF2B2;FAM184A;HERPUD2;HSD17B12;KCNJ11;KDM5A;LIPA;LRRC41;MED23;NRBF2;NTAN1;PGAP3;RC3H2;SAP130;SNX16;SPATA5;TMEM136;YTHDF2;ZBTB6
coding56,GO:BP,GO:0048519,negative regulation of biological process,1.0,48,5753,14,HSD17B12;KDM5A;LIPA;MED23;MLH3;NTAN1;PARVA;PGAP3;SAP130;SNX16;THAP8;YTHDF2;ZBTB6;ZNF34
coding56,GO:BP,GO:0048518,positive regulation of biological process,1.0,48,6150,24,CDC123;DAGLB;DGKQ;EIF2B2;FAM184A;HERPUD2;HSD17B12;KCNJ11;KDM5A;LIPA;LRRC41;MED23;NRBF2;NTAN1;PGAP3;RC3H2;SAP130;SIK2;SNX16;SPATA5;THAP8;TMEM136;YTHDF2;ZBTB6
coding56,GO:BP,GO:0048514,blood vessel morphogenesis,1.0,48,632,2,BLOC1S2;SNX16
coding56,GO:BP,GO:0048513,animal organ development,1.0,48,3018,14,ARL13B;BLOC1S2;CDC123;FCHO1;LRIG1;LRRC41;NTAN1;PARVA;PGAP3;SIK2;SNX16;SPATA5;ZBTB6;ZNF268
coding56,GO:BP,GO:0048511,rhythmic process,1.0,48,291,3,HSD17B12;LRRC41;PGAP3
coding56,GO:BP,GO:0048490,anterograde synaptic vesicle transport,1.0,48,19,1,NRBF2
coding56,GO:BP,GO:0048489,synaptic vesicle transport,1.0,48,47,1,NRBF2
coding56,GO:BP,GO:0048488,synaptic vesicle endocytosis,1.0,48,71,1,SAP130
coding56,GO:BP,GO:0048477,oogenesis,1.0,48,109,1,YTHDF2
coding56,GO:BP,GO:0048469,cell maturation,1.0,48,207,1,YTHDF2
coding56,GO:BP,GO:0048468,cell development,1.0,48,2842,8,CDC123;FCHO1;NRBF2;NTAN1;SIK2;SNX16;YTHDF2;ZBTB6
coding56,GO:BP,GO:0048382,mesendoderm development,1.0,48,10,1,SNX16
coding56,GO:BP,GO:0048639,positive regulation of developmental growth,1.0,48,156,1,SNX16
coding56,GO:BP,GO:0048638,regulation of developmental growth,1.0,48,306,1,SNX16
coding56,GO:BP,GO:0048609,multicellular organismal reproductive process,1.0,48,988,5,ARG1;LOXL4;LRRC41;PGAP3;YTHDF2
coding56,GO:BP,GO:0048608,reproductive structure development,1.0,48,302,3,LRRC41;PGAP3;SIK2
coding56,GO:BP,GO:0048599,oocyte development,1.0,48,59,1,YTHDF2
coding56,GO:BP,GO:0048598,embryonic morphogenesis,1.0,48,623,4,ARL13B;LRIG1;SNX16;YTHDF2
coding56,GO:BP,GO:0048589,developmental growth,1.0,48,661,2,SNX16;ZBTB6
coding56,GO:BP,GO:0048585,negative regulation of response to stimulus,1.0,48,1693,5,MED23;NTAN1;THAP8;YTHDF2;ZBTB6
coding56,GO:BP,GO:0048584,positive regulation of response to stimulus,1.0,48,2320,8,CDC123;DAGLB;SAP130;SIK2;SNX16;SPATA5;TMEM136;ZBTB6
coding56,GO:BP,GO:0048583,regulation of response to stimulus,1.0,48,3993,14,CDC123;DAGLB;DGKQ;MED23;NTAN1;SAP130;SIK2;SNX16;SPATA5;THAP8;TMEM136;TSPAN14;YTHDF2;ZBTB6
coding56,GO:BP,GO:0048568,embryonic organ development,1.0,48,457,4,ARL13B;FCHO1;LRIG1;SNX16
coding56,GO:BP,GO:0048565,digestive tract development,1.0,48,134,1,SPATA5
coding56,GO:BP,GO:0048562,embryonic organ morphogenesis,1.0,48,305,2,ARL13B;LRIG1
coding56,GO:BP,GO:0048539,bone marrow development,1.0,48,9,1,CDC123
coding56,GO:BP,GO:0048536,spleen development,1.0,48,41,2,CDC123;ZBTB6
coding56,GO:BP,GO:0048535,lymph node development,1.0,48,21,1,ZBTB6
coding56,GO:BP,GO:0048762,mesenchymal cell differentiation,1.0,48,252,1,SNX16
coding56,GO:BP,GO:0048753,pigment granule organization,1.0,48,40,1,NRBF2
coding56,GO:BP,GO:0048738,cardiac muscle tissue development,1.0,48,225,2,PARVA;SNX16
coding56,GO:BP,GO:0048736,appendage development,1.0,48,192,2,SNX16;ZBTB6
coding56,GO:BP,GO:0048732,gland development,1.0,48,425,2,CDC123;SNX16
coding56,GO:BP,GO:0048731,system development,1.0,48,4023,17,ARL13B;BLOC1S2;CDC123;DGKQ;KDM5A;LRIG1;LRRC41;NRBF2;NTAN1;PARVA;PGAP3;SIK2;SNX16;SPATA5;YTHDF2;ZBTB6;ZNF268
coding56,GO:BP,GO:0048729,tissue morphogenesis,1.0,48,612,2,ARL13B;SNX16
coding56,GO:BP,GO:0048709,oligodendrocyte differentiation,1.0,48,104,1,SIK2
coding56,GO:BP,GO:0048699,generation of neurons,1.0,48,1523,4,DGKQ;NRBF2;NTAN1;SNX16
coding56,GO:BP,GO:0048666,neuron development,1.0,48,1167,3,NRBF2;NTAN1;SNX16
coding56,GO:BP,GO:0048661,positive regulation of smooth muscle cell proliferation,1.0,48,76,1,SNX16
coding56,GO:BP,GO:0048660,regulation of smooth muscle cell proliferation,1.0,48,125,1,SNX16
coding56,GO:BP,GO:0048659,smooth muscle cell proliferation,1.0,48,128,1,SNX16
coding56,GO:BP,GO:0048646,anatomical structure formation involved in morphogenesis,1.0,48,1190,2,BLOC1S2;SNX16
coding56,GO:BP,GO:0048645,animal organ formation,1.0,48,69,1,SNX16
coding56,GO:BP,GO:0048644,muscle organ morphogenesis,1.0,48,78,1,SNX16
coding56,GO:BP,GO:0050658,RNA transport,1.0,48,160,1,FCHO1
coding56,GO:BP,GO:0050657,nucleic acid transport,1.0,48,160,1,FCHO1
coding56,GO:BP,GO:0048878,chemical homeostasis,1.0,48,951,3,CDC123;GIT1;LRRC41
coding56,GO:BP,GO:0048873,homeostasis of number of cells within a tissue,1.0,48,41,1,CDC123
coding56,GO:BP,GO:0048872,homeostasis of number of cells,1.0,48,338,2,CDC123;ZBTB6
coding56,GO:BP,GO:0048871,multicellular organismal-level homeostasis,1.0,48,839,3,CDC123;SPATA5;ZBTB6
coding56,GO:BP,GO:0048870,cell motility,1.0,48,1794,7,ARL13B;BLOC1S2;FAM184A;LIPA;SNX16;SPATA5;THAP8
coding56,GO:BP,GO:0048869,cellular developmental process,1.0,48,4444,11,CDC123;DGKQ;FCHO1;KDM5A;LIPA;NRBF2;NTAN1;SIK2;SNX16;YTHDF2;ZBTB6
coding56,GO:BP,GO:0048864,stem cell development,1.0,48,85,1,SNX16
coding56,GO:BP,GO:0048863,stem cell differentiation,1.0,48,253,3,KDM5A;SNX16;YTHDF2
coding56,GO:BP,GO:0048857,neural nucleus development,1.0,48,69,1,ZNF268
coding56,GO:BP,GO:0048856,anatomical structure development,1.0,48,5948,18,ARL13B;BLOC1S2;CDC123;DGKQ;FCHO1;KDM5A;LRIG1;LRRC41;NRBF2;NTAN1;PARVA;PGAP3;SIK2;SNX16;SPATA5;YTHDF2;ZBTB6;ZNF268
